StartDate,EndDate,Q54_Q54_1,Q54_Q54_2,Q54_Q54_3,Q54_Q54_4,Q54_Q54_5,Q54_Q54_6,Q54_Q54_7,Q54_Q54_8,Q54_Q54_9,Q54_Q54_10,Q54_Q54_11,Q54_Q54_12,Q54_Q54_13,Q54_Q54_14,Q54_Q54_15,Q54_Q54_16,Q54_Q54_17,Q54_Q54_18,Q2_Q2_1,Q2_Q2_2,Q2_Q2_3,Q2_Q2_4,Q2_Q2_5,Q2_Q2_6,Q2_Q2_7,Q2_Q2_8,Q2_Q2_9,Q2_Q2_10,Q2_Q2_11,Q2_Q2_12,Q2_Q2_13,Q2_Q2_14,Q2_Q2_15,Q2_Q2_16,Q2_Q2_17,Q2_Q2_18,Q2_Q2_19,Q2_Q2_20,Q2_Q2_21,Q2_Q2_22,Q2_Q2_23,Q2_Q2_24,Q2_Q2_25,Q2_Q2_26,Q2_Q2_27,Q2_Q2_28,Q3_Q3_1,Q3_Q3_2,Q3_Q3_3,Q3_Q3_4,Q3_Q3_5,Q3_Q3_6,Q3_Q3_7,Q3_Q3_8,Q5,Q6,Q7,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q8_17,Q9,Q10,Q11,Q12,Q13,Q14,Q15,adolescent_behavior,adult_behavior,adolescent_brain,adult_brain,adolescent_brainimage,adult_brainimage,Q25,Q55_Q55_1,Q55_Q55_2,Q55_Q55_3,Q55_Q55_4,Q55_Q55_5,Q55_Q55_6,Q55_Q55_7,Q55_Q55_8,Q55_Q55_9,Q55_Q55_10,Q55_Q55_11,Q55_Q55_12,Q55_Q55_13,Q55_Q55_14,Q55_Q55_15,Q55_Q55_16,Q55_Q55_17,Q55_Q55_18,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35_1,Q35_2,Q35_3,Q52,Q48,Q49,Q36,Q37,Q39,Q40
2016/12/12 20:32,2016/12/12 20:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/12 20:45,2016/12/12 20:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/19 20:45,2016/12/19 20:49,4,4,3,3,3,4,4,3,4,4,4,3,3,2,4,3,2,2,4,4,2,5,2,2,4,2,2,4,5,4,2,2,4,5,4,4,5,5,4,2,5,4,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/19 20:45,2016/12/19 20:56,4,4,4,4,4,2,3,4,4,3,4,1,4,1,2,3,1,1,1,4,4,2,1,2,4,2,1,1,4,2,1,4,1,2,4,1,2,5,5,4,5,4,1,5,5,3,4,4,3,3,4,4,5,4,4,3,6,2,4,5,2,2,3,2,4,5,5,3,3,3,2,20,5,3,3,5,1,1,,,,,,0,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,5,4,6,1,6,6,6,4,6,7,5,2,5,5,4,4,6,2
2016/12/19 20:45,2016/12/19 20:57,2,1,1,1,2,1,1,2,1,1,2,3,3,1,1,1,3,1,3,2,5,1,3,1,5,4,3,3,2,1,1,4,5,3,5,2,2,5,1,4,5,2,2,4,5,3,5,5,0,1,0,1,4,1,3,4,3,4,5,5,3,2,2,2,2,5,3,3,2,2,2,18,5,5,4,5,4,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,7,4,4,7,7,7,4,1,7,7,2,1,4,1,1,4,4
2016/12/19 20:45,2016/12/19 20:57,3,3,3,2,2,2,2,2,2,4,3,2,2,1,3,3,2,2,4,4,3,4,3,3,4,3,4,3,5,4,3,3,4,4,4,4,4,4,5,5,5,4,3,3,4,3,4,2,2,2,2,2,4,4,4,4,5,4,5,5,4,5,4,5,5,5,5,5,4,5,2,18,5,3,3,2,2,,,,1,,,1,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,5,3,3,3,3,5,5,5,,,,,,,,,,
2016/12/19 20:45,2016/12/19 20:59,1,1,5,4,5,1,5,1,5,1,1,1,3,1,1,1,1,1,3,3,2,3,2,4,3,5,1,2,2,3,1,2,2,5,4,3,3,4,4,4,5,4,1,1,3,3,1,3,0,4,1,2,2,3,5,5,5,3,5,5,4,4,4,3,4,5,6,4,3,3,1,18,5,5,5,5,5,,,,,1,,0,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,3,4,5,4,5,2,4,5,4,1,1,1,1,5,6,2,3,4,1
2016/12/12 20:50,2016/12/12 20:59,3,3,4,3,3,5,4,4,2,1,1,1,1,1,1,2,1,3,1,2,2,4,1,3,3,3,1,2,1,4,1,3,5,4,3,4,3,4,4,4,2,4,3,4,4,3,4,4,3,4,3,3,4,3,3,2,5,3,6,5,6,5,5,3,5,4,5,4,2,5,1,21,5,4,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/19 20:45,2016/12/19 21:00,4,3,4,3,4,1,2,3,2,1,1,1,3,1,1,1,1,1,4,4,4,2,2,2,2,3,3,3,3,5,2,3,2,5,5,5,3,3,2,3,5,2,2,4,1,3,4,5,3,3,3,3,5,5,7,7,8,5,5,5,5,5,5,3,4,4,4,4,4,5,1,18,5,5,5,3,5,1,,,,,,0,3,1,1,1,1,1,1,2,1,1,3,2,3,1,1,1,1,2,4,6,3,4,7,4,5,4,5,5,5,3,5,4,3,3,3,1
2016/12/12 21:00,2016/12/12 21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/19 20:46,2016/12/19 21:01,2,2,4,3,3,3,3,3,4,4,4,4,4,2,4,3,3,3,2,2,1,2,1,2,4,2,1,2,2,4,1,3,2,4,2,2,2,4,4,2,4,4,2,4,2,3,4,3,1,2,3,4,4,1,3,4,4,3,5,4,4,3,4,3,4,4,5,4,5,4,1,20,5,2,2,2,2,,,,1,,,1,2,2,1,1,1,1,1,1,1,2,4,3,3,3,2,3,1,4,2,5,5,6,6,6,4,4,5,6,6,3,5,4,2,2,5,5
2016/12/19 20:46,2016/12/19 21:02,3,2,4,3,3,2,4,2,4,1,3,2,3,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,3,2,1,1,1,4,1,2,1,4,2,2,4,1,1,2,3,3,3,4,4,4,5,4,5,5,5,4,8,4,4,5,5,4,5,5,5,5,6,5,5,3,2,19,5,3,4,2,3,,,,,1,,0,1,1,1,1,1,1,1,1,1,1,3,4,4,4,1,1,1,1,4,6,6,4,5,5,2,6,,,,,,,,,,
2016/12/12 20:55,2016/12/12 21:05,3,4,2,2,2,3,2,2,3,1,2,2,2,2,1,2,2,2,2,4,3,2,2,2,3,4,2,2,3,2,3,2,2,4,2,2,3,3,4,4,4,4,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/19 20:45,2016/12/19 21:06,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,2,3,2,2,2,3,2,4,1,2,2,2,1,2,4,4,2,2,3,5,1,5,4,3,4,2,3,3,4,1,2,1,1,5,5,4,3,4,4,4,5,2,5,5,3,5,4,5,5,3,3,1,18,5,4,5,3,5,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,2,1,1,1,4,5,5,2,5,4,6,4,1,6,5,2,4,3,1,1,6,2
2016/12/19 20:46,2016/12/19 21:08,4,4,4,4,4,1,4,3,1,1,1,2,1,1,1,1,1,1,2,4,4,2,2,2,3,3,2,1,2,2,1,1,2,2,3,4,2,4,1,2,4,4,1,4,2,3,4,5,1,3,5,5,5,2,4,3,5,4,4,5,4,4,3,4,3,4,4,4,2,5,2,18,5,3,2,2,2,1,,,,,,0,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,3,5,3,4,5,5,4,3,,,,,,,,,,
2016/12/12 21:03,2016/12/12 21:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/12 21:08,2016/12/12 21:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/12 21:11,2016/12/12 21:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/19 20:46,2016/12/19 21:12,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,3,4,2,1,3,1,4,1,3,3,3,1,3,2,5,2,4,4,4,4,2,4,3,3,4,2,4,3,3,5,4,4,4,4,4,5,7,7,7,4,4,3,3,3,3,2,3,2,2,2,2,3,1,19,4,4,4,5,4,,,1,,,,0,2,2,2,2,2,1,1,3,1,2,1,2,2,2,3,2,1,2,2,5,6,3,5,6,4,5,,,,,,,,,,
2016/12/12 20:58,2016/12/12 21:22,5,5,5,5,5,3,5,5,2,3,3,3,3,2,4,1,1,1,2,2,3,3,2,5,4,3,2,2,3,4,2,3,3,5,3,3,3,4,4,4,4,4,2,2,2,3,1,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/19 21:10,2016/12/19 21:24,3,2,2,2,3,4,3,3,4,1,1,1,3,1,1,1,2,1,3,4,2,2,3,1,5,5,4,3,4,4,2,3,5,5,3,4,2,3,5,5,5,2,3,5,5,3,4,3,3,4,5,3,5,4,7,6,7,5,4,4,3,4,5,4,5,5,6,6,4,5,1,20,5,5,4,5,5,,1,,,,,1,2,3,2,2,2,4,1,1,1,1,1,1,3,2,1,1,2,1,3,6,5,4,7,4,6,5,,,,,,,,,,
2016/12/12 21:32,2016/12/12 21:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/12 21:37,2016/12/12 21:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/12 21:40,2016/12/12 21:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/12 21:21,2016/12/12 21:42,3,2,3,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,3,2,3,1,1,2,1,1,4,1,3,1,4,4,2,2,2,1,2,2,4,4,4,1,3,2,3,1,2,2,2,1,2,3,2,4,4,7,4,5,6,4,4,5,5,2,4,4,4,3,4,2,21,5,3,2,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/19 20:45,2016/12/19 21:55,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,3,4,2,2,2,4,3,5,3,2,2,2,3,4,4,5,3,3,2,3,5,2,5,2,1,5,3,3,1,1,0,0,0,0,3,1,6,5,7,4,6,6,5,4,5,4,5,5,4,3,4,4,2,18,5,5,4,5,2,,,1,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,5,5,7,6,5,4,3,5,4,2,3,4,1,1,3,2
2016/12/12 21:54,2016/12/12 21:59,3,4,2,5,5,4,4,4,3,3,3,3,3,4,3,2,5,5,2,3,2,3,2,4,2,2,1,2,1,2,2,2,2,5,3,4,2,2,2,4,4,4,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/12 21:52,2016/12/12 21:59,3,4,2,3,4,3,3,3,4,3,3,3,4,4,4,2,2,4,2,2,3,3,2,2,4,4,2,2,3,4,2,4,2,3,4,4,4,3,3,4,4,2,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/12 22:06,2016/12/12 22:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/19 22:02,2016/12/19 22:13,3,2,4,2,3,3,3,2,3,1,1,1,1,1,1,3,2,2,3,3,2,4,1,4,2,4,1,2,2,2,1,3,2,4,3,4,2,4,3,5,4,4,1,3,2,3,3,2,0,1,3,3,2,3,6,6,7,3,5,5,5,5,5,4,5,4,6,6,5,5,1,18,5,5,6,4,4,,,,1,,,1,1,1,2,1,3,1,1,3,1,1,1,1,1,1,1,1,1,3,2,6,3,7,6,6,6,4,7,6,3,1,4,5,4,3,6,4
2016/12/19 20:46,2016/12/19 22:34,3,4,2,2,2,2,3,3,4,3,3,1,1,1,1,2,1,1,2,4,2,2,1,1,5,3,3,3,4,3,2,4,4,1,4,5,2,4,3,4,3,4,2,2,2,3,4,4,1,3,1,3,5,4,6,7,5,4,4,5,3,4,5,4,5,4,5,5,2,6,2,20,5,3,3,3,4,,,,,1,,0,3,2,1,1,1,1,1,3,3,4,2,2,3,3,2,3,2,3,6,4,5,6,6,4,4,4,6,3,3,1,5,5,4,2,5,4
2016/12/19 22:21,2016/12/19 22:38,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,2,5,1,4,2,2,2,2,4,4,1,2,3,2,2,2,2,4,4,4,5,2,2,4,4,3,4,3,2,3,4,2,5,3,5,7,8,5,5,5,3,2,6,6,4,5,6,4,2,5,2,18,5,4,4,2,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,2,2,2,3,7,6,4,7,7,7,4,5,7,5,2,5,6,2,1,4,6
2016/12/12 22:32,2016/12/12 22:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/12 22:37,2016/12/12 22:49,3,3,2,2,2,2,2,2,2,2,1,2,1,3,1,1,1,1,2,5,3,4,1,5,4,4,2,2,3,4,1,4,2,5,2,4,2,4,2,4,5,4,2,4,2,3,3,3,0,1,3,1,4,4,3,3,5,3,5,5,5,4,5,5,5,5,5,5,4,5,1,25,6,4,3,2,2,,,,1,,,1,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,5,3,3,4,4,4,5,5,,,,,,,,,,
2016/12/19 22:48,2016/12/19 22:54,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,3,2,3,2,3,4,2,4,4,5,4,5,3,5,2,2,5,5,3,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/19 22:44,2016/12/19 22:55,2,3,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,3,4,2,4,1,4,2,4,3,4,2,4,1,4,2,4,4,2,2,4,2,4,4,4,2,4,2,3,4,4,1,1,4,1,2,2,5,4,7,2,4,5,4,5,3,5,5,4,4,3,4,3,2,19,5,5,4,5,4,,,1,,,,0,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,6,3,6,6,5,6,4,2,5,5,3,3,2,2,4,6,4
2016/12/19 20:45,2016/12/19 23:07,1,1,2,1,1,1,1,3,3,1,1,1,3,1,1,1,1,1,4,4,4,2,2,1,5,2,4,2,4,2,4,4,5,4,5,2,5,4,2,4,5,1,4,4,5,3,4,3,0,0,3,3,3,5,6,5,8,5,4,4,4,3,4,3,4,5,5,4,2,4,2,20,5,4,3,2,2,,,,,1,,0,1,1,1,1,1,1,1,1,1,1,4,4,2,4,1,1,4,1,1,7,4,5,6,7,6,5,,,,,,,,,,
2016/12/19 23:14,2016/12/19 23:30,2,2,4,3,2,2,3,1,2,1,1,1,1,1,1,1,1,1,2,4,3,2,5,2,5,4,2,3,5,4,2,3,4,4,2,4,3,3,3,3,4,4,2,3,5,3,0,2,2,1,2,5,5,4,4,4,7,6,5,6,5,4,5,4,4,6,4,3,5,4,1,19,5,3,3,2,2,1,,,,,,0,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,5,3,2,6,5,4,4,2,6,4,2,5,5,3,3,5,1
2016/12/19 23:47,2016/12/20 0:09,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,4,4,1,2,2,2,2,2,4,4,4,4,2,3,3,4,4,5,2,4,2,4,4,4,2,4,4,3,3,4,3,2,2,3,4,3,5,4,6,4,5,4,4,5,4,3,5,5,5,5,5,4,2,19,5,2,2,2,2,1,,,,,,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,5,4,4,5,6,6,4,3,5,5,2,6,5,3,3,5,3
2016/12/20 0:20,2016/12/20 0:41,2,3,1,1,1,2,1,1,3,5,4,5,3,1,5,1,4,2,2,4,3,2,1,2,5,2,2,2,2,4,1,2,5,5,2,2,2,5,3,2,5,5,2,2,3,3,5,5,0,4,4,5,5,2,3,2,4,5,5,4,5,6,5,3,6,5,6,5,6,3,2,18,5,4,3,1,2,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,1,4,3,6,4,2,2,6,7,7,7,,,,,,,,,,
2016/12/13 12:29,2016/12/13 12:33,3,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,3,2,1,3,1,4,1,1,1,1,4,2,1,2,4,2,5,3,2,1,5,2,2,2,3,3,5,2,3,3,1,1,0,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/13 13:50,2016/12/13 13:57,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,4,2,2,2,2,2,1,1,4,4,1,4,5,4,2,2,4,4,4,4,4,3,1,2,4,3,3,4,4,3,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/20 13:47,2016/12/20 14:00,3,4,5,3,2,3,3,5,5,1,1,1,1,1,1,1,1,1,3,4,3,2,1,1,2,5,3,2,2,5,1,2,2,4,4,5,2,4,1,3,5,4,2,5,2,3,3,1,3,4,1,1,1,3,5,4,7,4,5,5,6,2,6,6,3,2,4,3,4,3,2,18,5,3,3,1,3,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,3,1,1,4,5,5,6,6,5,6,4,4,7,4,2,6,5,4,5,5,1
2016/12/14 11:10,2016/12/14 11:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/14 16:34,2016/12/14 16:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/14 16:47,2016/12/14 16:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/14 16:31,2016/12/14 16:48,4,3,3,3,4,1,2,3,2,1,1,1,1,1,1,1,2,1,2,4,2,2,1,4,2,5,3,1,4,2,1,2,4,4,4,4,2,3,1,4,5,3,2,2,2,3,3,1,0,0,0,0,5,5,5,3,8,3,5,5,5,5,5,4,5,5,4,5,4,6,1,18,5,2,3,2,2,,,,,,1,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,1,2,4,5,4,4,5,6,6,5,,,,,,,,,,
2016/12/14 16:56,2016/12/14 16:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/14 17:44,2016/12/14 17:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/14 17:28,2016/12/14 17:59,4,4,4,3,3,2,3,3,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,4,3,2,2,4,4,5,2,1,3,4,2,4,4,4,5,5,2,4,2,3,3,5,2,3,3,5,5,5,5,3,5,6,6,6,4,6,6,4,3,3,6,4,3,6,2,19,5,2,4,5,5,1,,,,,,0,1,1,1,1,1,1,1,1,1,1,5,4,3,3,3,3,3,4,1,6,1,7,7,6,5,4,7,7,7,1,7,7,4,4,,
2016/12/14 18:07,2016/12/14 18:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/21 19:18,2016/12/21 19:29,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,2,1,1,2,2,1,1,1,4,1,2,1,2,4,5,2,1,2,4,3,4,1,4,2,3,4,4,3,3,4,3,4,3,5,4,6,4,5,4,5,5,5,4,5,4,6,5,5,5,2,18,5,2,2,1,1,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,5,3,6,6,6,6,5,,,,,,,,,,
2016/12/22 8:58,2016/12/22 9:04,3,3,2,2,2,1,2,3,3,1,1,2,2,1,1,1,2,1,2,4,2,2,1,4,4,4,2,1,4,4,1,4,4,5,4,4,4,4,2,2,5,4,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/22 9:18,2016/12/22 9:36,2,3,2,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,4,4,2,2,2,1,5,4,4,5,4,2,2,4,5,4,4,2,2,5,2,4,5,5,2,5,4,3,5,5,3,3,4,4,5,5,3,2,4,3,3,2,2,3,2,2,2,5,2,3,2,3,1,18,5,4,5,4,4,,,1,,,,0,3,2,1,1,3,1,1,2,1,1,1,1,3,1,1,1,1,1,3,5,4,1,5,7,7,4,4,7,7,2,5,5,3,4,6,7
2016/12/22 9:44,2016/12/22 9:56,2,1,1,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,2,3,1,2,1,4,2,2,4,3,2,2,1,4,2,5,4,4,2,3,1,4,5,3,1,5,2,3,4,4,1,2,4,3,4,4,6,6,6,3,4,4,3,3,3,4,4,5,3,5,2,2,1,19,5,5,4,4,3,,,1,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,7,2,6,7,6,6,4,7,7,7,1,3,4,4,4,4,2
2016/12/22 10:41,2016/12/22 11:07,3,3,2,2,2,1,2,2,2,2,1,2,3,2,2,3,2,1,1,4,3,3,2,4,3,3,1,3,3,2,2,4,4,5,3,4,3,5,4,4,4,2,3,5,3,3,2,5,1,3,1,4,5,3,4,3,5,2,4,4,3,2,2,3,5,4,4,3,2,4,1,19,5,2,2,2,2,,,,,1,,0,3,3,1,1,1,1,1,2,1,1,4,4,3,2,1,2,1,2,4,6,3,5,6,5,5,4,6,6,7,3,5,4,3,2,5,1
2016/12/15 16:51,2016/12/15 17:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/15 22:16,2016/12/15 22:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/15 22:23,2016/12/15 22:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/15 22:23,2016/12/15 22:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/15 22:26,2016/12/15 22:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/15 22:29,2016/12/15 22:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/15 22:50,2016/12/15 22:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/15 23:06,2016/12/15 23:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12/15 23:18,2016/12/15 23:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
