StartDate,EndDate,Q54_Q54_1,Q54_Q54_2,Q54_Q54_3,Q54_Q54_4,Q54_Q54_5,Q54_Q54_6,Q54_Q54_7,Q54_Q54_8,Q54_Q54_9,Q54_Q54_10,Q54_Q54_11,Q54_Q54_12,Q54_Q54_13,Q54_Q54_14,Q54_Q54_15,Q54_Q54_16,Q54_Q54_17,Q54_Q54_18,Q2_Q2_1,Q2_Q2_2,Q2_Q2_3,Q2_Q2_4,Q2_Q2_5,Q2_Q2_6,Q2_Q2_7,Q2_Q2_8,Q2_Q2_9,Q2_Q2_10,Q2_Q2_11,Q2_Q2_12,Q2_Q2_13,Q2_Q2_14,Q2_Q2_15,Q2_Q2_16,Q2_Q2_17,Q2_Q2_18,Q2_Q2_19,Q2_Q2_20,Q2_Q2_21,Q2_Q2_22,Q2_Q2_23,Q2_Q2_24,Q2_Q2_25,Q2_Q2_26,Q2_Q2_27,Q2_Q2_28,Q3_Q3_1,Q3_Q3_2,Q3_Q3_3,Q3_Q3_4,Q3_Q3_5,Q3_Q3_6,Q3_Q3_7,Q3_Q3_8,Q5,Q6,Q7,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q8_17,Q9,Q10,Q11,Q12,Q13,Q14,Q15,adolescent_behavior,adult_behavior,adolescent_brain,adult_brain,adolescent_brainimage,adult_brainimage,Q25,Q55_Q55_1,Q55_Q55_2,Q55_Q55_3,Q55_Q55_4,Q55_Q55_5,Q55_Q55_6,Q55_Q55_7,Q55_Q55_8,Q55_Q55_9,Q55_Q55_10,Q55_Q55_11,Q55_Q55_12,Q55_Q55_13,Q55_Q55_14,Q55_Q55_15,Q55_Q55_16,Q55_Q55_17,Q55_Q55_18,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Q34,Q35_1,Q35_2,Q35_3,Q52,Q48,Q49,Q36,Q37,Q39,Q40
2016/11/28 21:33,2016/11/28 22:02,2,3,1,1,3,1,1,4,1,1,1,2,3,1,1,1,2,1,4,4,2,2,1,2,3,2,4,1,4,4,2,2,4,5,2,4,2,4,2,2,3,4,1,3,5,3,1,1,2,2,3,4,5,5,4,3,5,3,5,5,5,3,5,4,5,2,6,6,3,4,2,20,5,2,1,1,1,,,,,,1,1,1,1,1,1,1,1,1,3,1,1,4,3,2,4,1,4,2,4,2,6,6,6,6,6,7,4,6,7,6,2,2,2,2,1,7,1
2016/11/28 21:58,2016/11/28 22:04,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,1,2,1,4,4,5,3,4,4,4,2,3,5,4,4,4,4,4,2,4,4,3,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,17,5,5,5,3,3,,1,,,,,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4
2016/11/28 22:01,2016/11/28 22:04,4,3,2,2,4,1,1,2,1,1,1,1,3,1,1,1,2,1,5,4,3,2,5,4,5,5,5,4,5,4,5,4,4,5,5,4,5,5,2,5,5,3,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/11/28 21:55,2016/11/28 22:08,2,3,3,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,2,2,1,2,1,2,2,4,2,2,2,4,2,4,2,5,2,4,2,4,2,4,4,3,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/11/28 21:55,2016/11/28 22:09,4,4,4,4,4,3,4,4,4,1,1,1,1,1,1,1,1,1,4,4,3,2,2,1,4,5,4,4,2,2,2,3,4,5,4,4,2,4,2,3,5,2,4,4,2,3,3,4,0,2,3,4,5,5,5,3,7,2,4,5,5,5,5,3,5,5,6,5,3,3,2,21,5,2,2,2,2,,,1,,,,0,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,5,2,5,1,7,2,7,7,7,7,4,7,7,7,1,1,4,3,3,7,4
2016/11/28 22:01,2016/11/28 22:12,4,4,4,4,4,4,4,4,4,2,3,2,2,2,2,2,2,2,4,2,5,4,1,1,5,2,5,1,5,5,1,4,4,5,5,5,4,5,5,4,5,2,4,4,3,3,4,5,2,0,0,3,4,1,6,6,8,2,4,6,5,5,5,5,6,6,6,6,5,3,2,18,5,1,2,2,3,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,5,2,5,5,6,7,,,,,,,,,,
2016/11/28 22:08,2016/11/28 22:13,2,3,3,1,2,1,2,3,3,4,1,1,1,1,2,1,1,1,1,3,3,1,1,2,3,1,1,1,1,2,1,1,2,1,4,2,1,1,3,4,5,5,1,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/11/28 21:55,2016/11/28 22:15,4,2,3,3,2,3,3,4,2,1,1,1,1,1,1,1,1,1,1,4,2,2,1,2,2,2,2,4,2,2,1,4,4,4,2,2,2,2,2,2,5,2,2,2,2,3,0,3,2,0,0,1,5,1,3,2,4,1,2,3,4,5,5,3,5,3,5,2,4,5,2,20,5,2,1,1,1,,,,,1,,0,2,2,2,2,2,4,3,3,3,1,1,1,1,1,1,1,1,1,4,4,4,5,5,5,7,4,5,5,7,3,4,5,4,4,4,4
2016/11/28 22:05,2016/11/28 22:17,2,1,3,3,2,1,1,2,1,5,5,5,5,5,3,1,5,1,2,4,2,2,2,2,4,5,2,2,4,4,2,2,4,2,2,4,4,2,2,5,5,5,1,4,2,3,3,5,5,3,5,5,5,3,2,1,5,2,3,5,2,2,5,2,2,2,6,2,1,1,2,17,5,2,2,2,2,,1,,,,,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,3,1,3,2,6,5,7,7,7,7,4,4,7,7,2,6,6,6,6,6,1
2016/11/28 21:56,2016/11/28 22:17,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,3,2,3,2,4,4,4,2,4,5,4,2,4,5,4,2,2,4,4,4,4,2,4,3,5,5,4,2,5,4,3,5,4,1,1,1,3,4,3,3,2,5,5,3,5,3,5,4,3,4,5,6,5,5,5,2,18,5,3,3,3,2,1,,,,,,0,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,3,4,4,4,7,5,3,5,5,5,4,1,7,6,2,7,5,2,1,2,2
2016/11/28 22:03,2016/11/28 22:18,3,3,3,3,3,2,3,2,3,4,4,2,3,2,4,2,2,2,1,4,2,2,1,2,4,4,2,2,1,5,1,4,4,5,4,5,2,5,4,5,5,4,2,5,4,3,4,4,1,1,1,4,4,4,6,4,6,2,5,5,4,5,4,4,3,4,5,4,3,5,2,19,5,4,3,3,5,,,,1,,,1,1,1,1,1,1,1,1,1,1,4,4,5,4,5,1,3,3,4,1,6,3,7,7,5,6,4,7,7,7,1,3,3,3,3,3,2
2016/11/28 22:00,2016/11/28 22:18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,5,2,2,2,4,5,2,4,4,2,4,4,4,4,2,2,4,2,4,4,2,3,1,1,1,1,1,0,5,4,3,4,10,3,3,5,2,2,3,2,3,5,5,4,3,4,2,19,5,3,3,1,1,,,,,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,6,4,3,7,3,5,4,4,6,3,2,3,5,1,1,5,5
2016/11/28 22:04,2016/11/28 22:21,2,2,3,3,2,1,3,5,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,4,4,1,1,4,5,1,2,4,5,4,4,2,1,3,4,5,2,2,5,4,3,3,3,0,2,1,3,4,1,4,3,6,3,4,4,3,2,6,3,4,4,4,4,5,5,1,17,5,3,3,2,2,1,,,,,,0,2,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,3,4,4,4,4,4,3,5,4,2,4,3,2,3,4,3,2,5,1
2016/11/28 22:14,2016/11/28 22:26,3,3,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,2,1,2,1,4,2,2,1,4,3,5,4,2,1,4,2,4,5,4,2,2,2,3,3,5,0,1,0,4,5,5,4,3,5,2,2,3,2,4,4,2,2,2,6,2,2,2,2,19,5,3,3,2,2,,,1,,,,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,6,3,3,5,6,6,4,2,6,7,2,1,5,1,1,6,1
2016/11/28 22:13,2016/11/28 22:27,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,4,1,3,1,4,4,4,2,1,5,4,1,4,4,2,4,4,4,2,1,5,4,4,2,4,3,3,3,3,2,1,3,4,4,1,3,3,4,2,2,2,3,2,3,1,2,3,5,2,2,3,1,19,5,3,2,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,5,1,5,2,4,4,5,6,6,5,2,,,,,,,,,,
2016/11/28 22:05,2016/11/28 22:40,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,4,2,2,2,4,3,4,4,2,3,3,3,4,4,2,3,5,2,5,5,3,5,5,5,5,5,5,5,5,5,2,19,5,3,3,1,1,,,,,1,,0,2,2,1,1,1,1,1,1,1,1,2,3,3,3,2,2,2,3,4,5,3,5,5,6,5,4,4,6,6,2,5,5,2,2,5,5
2016/11/28 22:32,2016/11/28 22:41,4,4,5,3,4,3,4,4,2,3,2,2,3,3,4,5,3,3,1,4,2,4,1,1,4,2,1,2,2,2,2,4,2,2,4,4,2,3,4,5,4,5,1,3,1,3,3,4,1,1,2,3,5,3,6,3,6,4,5,5,5,5,5,4,5,4,5,5,5,5,1,19,5,4,4,5,1,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,4,3,6,5,5,6,6,3,6,,,,,,,,,,
2016/11/28 22:16,2016/11/28 22:44,3,4,4,3,3,3,3,4,5,3,3,2,3,2,4,3,2,2,4,4,4,5,3,4,5,5,3,3,3,5,4,4,4,5,4,5,4,4,5,4,5,5,3,5,4,3,2,3,0,3,2,4,5,4,3,2,4,4,4,4,4,5,4,4,4,5,6,5,5,4,1,25,4,1,1,1,1,1,,,,,,1,3,1,2,2,2,2,2,2,2,2,4,3,4,5,3,4,3,5,4,6,5,6,7,7,5,4,6,6,7,2,7,4,5,6,6,2
2016/11/28 22:35,2016/11/28 22:56,3,3,4,4,3,3,4,3,4,2,2,2,3,1,2,2,2,2,1,1,5,2,1,1,5,2,1,1,3,2,1,4,5,5,5,2,2,4,2,4,5,5,5,4,5,3,3,5,0,0,3,0,5,5,5,5,3,5,5,6,6,5,6,2,5,5,6,2,5,5,2,18,5,3,2,2,2,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,3,4,1,2,5,5,7,4,7,6,7,1,7,3,1,1,4,2
2016/11/28 22:45,2016/11/28 23:00,4,4,5,3,5,4,3,2,4,3,2,1,2,1,3,4,2,5,4,3,5,2,1,1,5,5,2,1,2,5,2,3,5,5,3,1,4,3,5,1,5,5,1,4,5,3,1,3,3,2,3,1,2,4,3,8,10,3,5,3,6,5,5,4,5,4,6,6,4,6,1,29,4,2,3,1,1,1,,,,,,0,1,1,1,1,1,1,1,1,1,5,5,1,2,1,1,1,1,5,1,7,1,7,7,7,7,7,,,,,,,,,,
2016/11/28 22:30,2016/11/28 23:03,3,3,2,2,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,1,2,2,1,3,1,2,2,2,1,4,1,1,5,1,1,4,1,3,1,2,4,3,1,3,4,4,4,3,5,4,4,4,2,5,3,3,5,4,5,4,4,5,2,20,5,2,2,2,2,,1,,,,,1,3,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,4,5,5,5,6,5,6,4,5,5,4,1,5,5,3,2,5,3
2016/11/28 22:54,2016/11/28 23:05,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,3,4,1,5,5,3,1,1,1,4,1,2,2,4,1,4,1,3,4,5,5,4,2,5,4,3,3,4,0,3,1,2,4,4,5,2,5,4,5,5,4,5,5,5,5,4,5,4,3,5,1,18,5,4,4,4,4,,,,,,1,1,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,4,2,6,4,6,6,6,5,3,,,,,,,,,,
2016/11/28 22:04,2016/11/28 23:05,4,4,1,2,1,3,3,3,3,4,4,4,4,4,4,4,4,4,2,4,4,4,1,4,4,4,1,2,2,4,4,1,5,4,4,5,4,4,2,5,5,4,1,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/11/28 22:42,2016/11/28 23:05,2,2,2,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,2,4,2,2,1,2,2,2,2,1,2,2,1,2,2,2,4,5,1,4,2,5,5,4,2,4,4,3,4,4,3,4,3,3,4,4,5,5,7,4,5,5,5,4,3,3,5,5,4,3,3,5,2,20,5,3,3,1,1,,,,,1,,0,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,4,5,3,4,5,5,5,4,5,6,5,1,4,5,2,2,4,1
2016/11/28 23:13,2016/11/28 23:18,5,5,4,4,3,3,3,3,4,3,4,4,3,3,3,2,2,3,3,4,2,4,3,2,4,2,3,3,4,3,3,2,4,3,3,3,4,3,3,4,2,2,2,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/11/28 23:24,2016/11/28 23:30,4,4,4,4,2,1,1,5,2,1,1,1,2,1,1,1,1,1,2,1,5,5,1,5,5,2,5,1,5,2,5,2,5,5,5,5,5,5,5,4,5,2,4,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/11/28 23:17,2016/11/28 23:35,1,2,4,3,4,3,4,3,2,4,3,1,3,2,3,1,1,2,1,1,1,2,1,2,4,2,1,1,2,5,1,2,5,2,3,5,3,4,2,4,5,4,2,5,2,3,3,5,3,3,4,4,5,5,3,4,6,3,5,4,5,2,5,2,3,4,5,2,5,5,1,21,5,2,2,1,1,,,,1,,,1,2,3,1,1,1,1,1,3,1,1,2,2,3,1,1,1,1,2,4,7,3,7,6,7,7,4,7,7,5,1,5,5,2,2,6,1
2016/11/28 23:20,2016/11/28 23:39,3,3,3,2,4,4,4,4,3,3,4,4,3,3,2,3,3,3,4,4,4,2,2,4,2,1,1,2,4,4,2,4,1,2,2,4,4,4,2,1,4,2,2,4,4,3,3,2,1,3,3,5,2,2,3,3,6,5,3,4,4,3,3,3,5,4,5,5,4,5,1,21,4,3,2,2,1,,,1,,,,0,1,1,1,1,1,3,3,3,3,3,4,3,3,3,2,2,2,2,4,5,6,3,4,5,5,4,6,6,5,3,7,4,4,6,4,4
2016/11/28 23:42,2016/11/28 23:53,3,3,4,3,3,4,3,3,4,3,3,3,4,4,3,4,3,4,2,2,3,1,3,3,3,3,3,4,2,3,3,3,2,3,3,3,3,1,3,3,3,3,4,4,3,3,2,2,3,3,3,3,3,3,4,4,4,3,2,4,3,4,3,3,3,3,2,3,2,2,1,21,4,3,2,2,1,1,,,,,,0,1,2,2,3,2,2,3,2,2,3,2,3,2,3,2,2,3,3,4,4,4,5,4,4,5,4,4,4,6,3,7,7,4,4,4,4
2016/11/29 9:58,2016/11/29 10:20,1,2,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,4,4,2,3,1,2,5,2,2,1,3,2,1,2,5,3,5,4,2,3,2,2,5,1,2,3,2,3,1,4,2,3,3,4,4,4,3,2,3,3,3,5,3,3,3,3,2,5,5,5,3,3,2,19,5,3,2,2,1,,,1,,,,0,2,2,1,1,1,1,1,3,1,1,2,2,2,1,1,1,1,1,4,7,5,6,6,6,6,4,4,7,6,2,4,3,3,3,6,3
2016/11/29 10:44,2016/11/29 11:02,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,4,3,2,3,5,1,5,3,4,1,2,1,5,1,5,4,5,2,4,4,4,4,4,2,5,1,3,4,4,1,3,3,3,4,4,5,3,7,2,5,5,5,5,5,4,5,5,5,5,5,5,1,20,5,3,5,3,4,,,,,,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,6,7,6,7,6,6,4,6,6,6,1,5,6,5,5,7,1
2016/11/29 11:33,2016/11/29 11:51,1,1,1,1,1,1,2,2,1,3,3,2,2,1,3,2,1,1,2,2,3,3,2,1,5,3,2,2,3,2,2,3,3,3,4,3,4,3,4,4,5,4,2,2,3,3,4,5,0,1,0,3,4,4,3,3,3,4,5,4,3,3,3,2,3,4,2,3,3,5,2,19,5,5,4,3,1,,,,,1,,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,4,4,5,5,6,4,4,5,6,3,3,4,1,3,4,4
2016/11/29 11:43,2016/11/29 12:09,3,1,3,1,1,1,3,3,3,2,1,1,1,1,2,1,1,1,1,2,2,2,1,2,3,2,1,2,3,4,1,4,4,5,4,3,2,5,2,4,5,2,2,4,2,3,3,4,0,3,2,3,5,5,6,5,7,3,4,3,3,2,3,3,4,4,5,4,4,5,2,20,5,4,1,1,1,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,3,4,5,7,6,6,7,4,7,3,3,1,5,5,3,3,6,5
2016/11/28 22:15,2016/11/29 13:52,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,3,2,2,2,2,2,2,4,2,4,2,4,4,2,4,4,2,4,2,4,4,4,2,4,2,3,0,5,0,3,1,1,5,4,6,4,7,4,5,5,4,3,5,5,5,5,5,5,4,5,2,19,5,3,2,2,2,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,7,6,6,6,4,5,2,,,,,,,,,,
2016/11/29 13:34,2016/11/29 13:53,3,3,3,3,3,3,3,4,4,1,3,1,1,1,1,1,1,1,3,4,3,3,1,2,4,4,3,2,3,4,3,3,3,3,2,3,2,4,2,5,2,4,2,3,4,3,4,5,3,3,3,3,5,4,4,5,6,4,4,6,5,4,5,5,5,5,6,5,5,5,2,19,5,3,4,3,3,1,,,,,,0,1,1,1,1,1,1,1,1,1,2,5,5,5,5,1,2,3,3,3,6,4,6,6,6,5,4,1,4,2,2,4,4,4,5,3,1
2016/11/29 13:56,2016/11/29 14:11,4,4,4,3,4,3,3,4,4,3,4,3,3,2,2,2,2,2,4,4,1,2,1,2,4,5,2,4,5,4,1,2,4,4,4,4,2,2,1,4,5,4,2,4,2,3,1,3,1,0,1,0,5,0,4,4,5,4,5,5,4,4,4,4,4,4,6,4,3,4,2,18,5,4,3,3,1,,,,,,1,1,2,2,1,2,2,1,2,3,1,1,1,1,2,1,1,1,1,1,3,6,5,7,6,6,6,7,,,,,,,,,,
2016/11/29 13:51,2016/11/29 14:12,3,3,3,2,3,2,3,3,2,1,1,2,1,1,1,1,1,1,2,4,4,4,3,4,2,5,2,2,2,4,2,4,4,5,4,4,4,2,2,4,5,4,3,4,4,3,2,3,3,2,4,3,3,3,5,4,6,3,5,5,5,5,6,4,6,5,6,4,2,5,2,19,5,3,2,3,3,,,,,1,,1,2,2,2,2,2,1,1,3,1,1,2,2,1,1,2,1,1,2,3,6,5,6,7,6,5,6,,,,,,,,,,
2016/11/29 13:57,2016/11/29 14:17,2,3,3,3,3,2,2,3,3,2,3,2,3,1,1,1,1,1,4,4,2,2,1,2,2,2,4,1,2,4,2,3,2,2,5,1,1,4,2,4,4,4,1,4,1,3,3,3,1,3,3,4,4,2,7,6,8,3,4,4,4,2,4,4,4,4,4,5,3,5,2,21,5,5,4,4,3,,,,1,,,1,2,2,1,1,2,1,1,3,1,1,4,1,1,2,1,2,1,2,2,5,4,6,6,7,6,4,5,7,6,2,4,4,5,6,6,4
2016/11/29 14:18,2016/11/29 14:27,3,4,4,2,1,2,1,1,5,3,4,2,5,1,2,1,1,3,1,4,2,5,1,2,2,1,1,1,1,2,1,2,2,2,2,4,2,2,5,2,4,4,1,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/11/29 14:14,2016/11/29 14:29,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,4,2,2,1,2,4,2,2,1,4,4,2,2,4,2,2,4,2,4,4,4,4,4,2,4,4,3,2,3,0,3,1,3,4,3,4,4,6,5,5,5,3,5,6,5,5,4,5,4,4,3,2,20,5,3,3,2,1,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,5,5,6,5,5,6,4,6,6,6,3,5,5,1,1,4,4
2016/11/29 14:34,2016/11/29 15:06,3,4,4,4,3,3,4,3,4,1,2,1,2,1,1,2,1,2,1,2,4,2,1,4,4,5,2,2,5,5,1,3,3,5,3,4,4,5,5,5,2,5,4,5,2,3,4,0,1,1,3,0,5,4,5,3,6,1,3,5,3,6,2,3,4,3,6,4,6,5,1,25,4,3,3,2,2,,,,,,1,1,3,1,1,1,4,2,2,5,1,3,3,2,2,2,3,5,1,5,1,7,7,6,7,7,7,5,,,,,,,,,,
2016/11/29 15:52,2016/11/29 16:08,4,5,3,2,3,4,4,3,3,2,4,3,4,3,3,4,3,3,2,2,3,2,2,3,4,4,2,2,3,4,2,2,5,2,2,3,2,3,3,2,2,4,2,2,4,3,1,1,4,3,4,1,4,4,2,1,4,4,4,3,3,4,4,3,4,4,4,4,3,4,1,19,5,4,3,2,1,,,1,,,,0,2,2,1,1,1,1,1,1,1,2,3,3,3,3,3,2,2,3,3,3,3,6,6,5,6,4,3,5,5,3,4,3,4,3,4,5
2016/11/29 20:08,2016/11/29 20:20,3,3,5,5,5,4,4,3,4,1,1,1,1,1,1,1,1,1,2,2,2,4,2,2,2,4,2,2,2,4,2,4,2,5,2,4,2,3,3,4,5,3,2,4,2,3,3,4,0,0,3,4,3,3,5,5,6,4,5,5,5,5,4,5,5,5,5,5,4,5,2,19,5,4,4,5,1,,,,,1,,0,1,1,1,1,1,1,1,1,1,1,4,3,4,3,1,3,3,3,4,6,4,3,6,4,5,4,6,6,6,1,5,5,1,1,5,1
2016/11/29 20:34,2016/11/29 20:37,3,3,3,3,4,4,4,4,3,3,3,1,1,1,1,1,1,1,1,4,4,4,4,2,4,4,2,2,4,4,4,5,5,4,2,4,1,4,4,2,3,5,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/11/29 22:08,2016/11/29 22:23,3,3,3,3,3,3,3,4,3,1,1,1,1,1,1,2,1,1,1,1,2,4,1,2,4,5,1,1,1,5,1,2,2,5,1,2,2,2,5,4,5,2,2,4,5,3,1,3,1,1,2,4,5,3,5,4,6,5,5,5,5,5,5,5,5,5,6,5,5,5,2,20,5,4,3,2,2,1,,,,,,0,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,2,2,2,2,6,3,3,6,5,6,4,6,6,6,2,2,2,2,3,5,5
2016/11/29 23:16,2016/11/29 23:26,3,3,4,3,3,3,3,4,4,2,1,1,3,1,2,3,2,2,3,3,1,3,2,1,4,4,2,2,4,4,2,4,5,5,2,3,3,2,2,3,4,3,2,3,5,3,3,4,2,3,3,3,4,4,6,4,6,4,5,5,4,5,5,4,5,6,6,5,5,5,1,25,4,4,4,3,2,,,1,,,,0,2,1,1,1,1,1,1,2,1,4,4,3,3,4,2,4,3,4,4,6,3,5,5,6,6,4,5,6,5,1,4,4,3,2,5,6
2016/11/30 9:38,2016/11/30 9:51,2,3,3,4,4,4,2,2,2,2,4,5,5,5,3,2,3,4,2,4,3,2,2,4,4,4,3,4,4,4,2,2,4,5,4,5,3,5,4,4,5,4,3,4,2,3,3,1,1,1,1,2,3,3,5,3,7,4,5,5,5,4,5,4,5,5,5,5,4,5,2,21,5,4,4,5,1,,,,1,,,1,2,3,2,4,4,4,2,3,2,3,4,5,5,5,5,3,2,4,2,6,5,6,6,6,6,4,6,6,6,2,5,5,3,5,5,3
2016/11/30 9:32,2016/11/30 9:56,2,3,3,3,3,2,3,4,4,2,2,3,2,1,2,1,1,1,3,4,2,4,2,1,2,4,4,4,2,2,2,4,2,2,4,5,1,4,1,4,4,4,1,4,2,3,3,3,2,3,3,4,4,3,6,4,6,5,4,4,4,4,4,3,3,2,2,2,1,2,2,19,5,4,3,3,3,,,,,1,,0,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,3,1,3,3,5,3,3,5,3,5,6,,,,,,,,,,
2016/11/30 9:55,2016/11/30 10:12,3,3,3,3,3,3,3,4,3,1,1,1,2,1,1,1,1,1,2,3,2,5,2,2,2,3,2,2,2,4,2,4,2,4,1,4,2,3,4,3,4,3,1,4,3,3,3,1,2,3,2,3,4,4,5,4,6,3,4,4,4,4,4,4,4,4,4,5,4,5,2,21,5,2,2,2,1,,,,1,,,1,3,3,3,3,3,3,3,4,1,3,2,3,3,3,3,3,3,2,4,5,3,3,5,6,4,3,,,,,,,,,,
2016/11/30 9:54,2016/11/30 10:13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,2,1,1,2,1,1,5,5,2,1,2,4,1,4,5,5,2,4,2,2,4,2,5,2,1,4,5,3,4,4,1,4,3,3,5,3,5,3,6,5,5,6,5,5,5,5,5,6,6,5,5,6,2,21,5,3,4,2,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,4,1,5,1,6,4,7,7,7,7,4,7,7,6,1,7,4,1,4,4,4
2016/11/30 9:31,2016/11/30 10:15,3,3,3,3,2,3,3,2,4,1,1,1,1,1,1,1,1,1,2,4,3,4,2,3,3,2,2,3,2,4,2,3,2,5,3,3,2,3,3,4,4,3,2,3,2,3,1,1,2,2,1,3,4,4,5,4,7,3,5,6,5,6,5,5,5,6,4,4,6,6,2,20,5,2,3,2,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,5,4,5,6,5,5,4,4,5,5,2,5,4,3,3,3,4
2016/11/30 10:15,2016/11/30 10:27,3,3,4,3,3,3,3,4,1,1,1,1,2,1,1,1,1,1,3,2,2,5,1,3,3,5,3,2,4,5,2,3,4,5,4,4,3,3,5,3,5,2,2,4,3,3,2,0,0,0,1,1,3,0,6,4,7,3,5,5,5,5,5,5,5,6,6,6,5,6,2,21,5,2,3,2,3,,,1,,,,0,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,4,6,4,2,7,5,6,4,1,5,4,2,3,4,2,6,7,1
2016/11/30 10:41,2016/11/30 10:46,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,5,2,5,1,1,4,4,1,2,2,4,2,4,2,2,2,4,4,1,2,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
