"impactS","impact2S","ReversibleS","EasyLoseS","mcheckS","ReversibleB","ImpactB","ImpactfulB","EasyLose","mcchekB","sex","attcheck","country","race","educat","age_1","eduyrs_1","job","feedback","software_DO_EarlyNegativeS","Basketball_DO_EarlyNegativeB","software_DO_FinalPositiveS","Basketball_DO_FinalPositiveB","software_DO_EarlyPositiveS","Basketball_DO_EarlyPositiveB","software_DO_FinalNegativeS","Basketball_DO_FinalNegativeB","filter_$","Timing","Outcome change","IMPACT_B","IMPACT_S","REVERSIBILITY_B","REVERSIBILITY_S"
3,3,5,5,,6,4,5,6,,2,2,1,1,3,40.0,14.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",4.5,3.0,6.0,5.0
6,6,6,6,,5,4,4,4,,1,2,1,3,1,35.0,20.0,4,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",4.0,6.0,4.5,6.0
1,1,6,3,,5,2,2,2,,1,2,1,1,4,36.0,13.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",2.0,1.0,3.5,4.5
1,1,7,7,,7,1,1,7,,1,2,1,1,2,39.0,16.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",1.0,1.0,7.0,7.0
6,6,6,5,,6,6,6,5,,1,2,1,3,4,25.0,18.0,4,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",6.0,6.0,5.5,5.5
5,5,7,6,,7,5,4,7,,2,2,1,4,2,23.0,17.0,2,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",4.5,5.0,7.0,6.5
6,4,4,3,,4,5,3,6,,1,2,1,1,1,30.0,14.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",4.0,5.0,5.0,3.5
4,5,6,6,,6,5,4,5,,1,2,1,1,2,27.0,16.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",4.5,4.5,5.5,6.0
6,2,6,6,,7,1,1,7,,1,2,1,2,1,33.0,17.0,1,"None",0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",1.0,4.0,7.0,6.0
7,7,7,6,,7,2,3,5,,2,2,1,1,4,19.0,14.0,4,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",2.5,7.0,6.0,6.5
2,4,4,5,,6,4,5,6,,1,2,1,1,1,55.0,16.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",4.5,3.0,6.0,4.5
4,4,3,5,,4,3,3,5,,2,2,1,1,1,35.0,18.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",3.0,4.0,4.5,4.0
5,5,4,4,,6,2,2,6,,2,2,1,5,2,29.0,16.0,2,"no comments",1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",2.0,5.0,6.0,4.0
7,7,1,2,,4,4,4,4,,2,2,1,1,3,30.0,15.0,1,"up down one point was confusing",0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",4.0,7.0,4.0,1.5
6,5,4,4,,5,3,2,5,,2,2,1,1,2,56.0,16.0,2,"None",1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",2.5,5.5,5.0,4.0
6,5,7,7,,1,2,6,1,,2,2,1,1,3,61.0,14.0,5,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",4.0,5.5,1.0,7.0
3,4,3,3,,2,4,5,4,,2,2,1,1,4,23.0,12.0,1,"no",1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",4.5,3.5,3.0,3.0
4,3,3,4,,5,2,2,4,,2,2,1,2,5,24.0,13.0,6,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",2.0,3.5,4.5,3.5
5,5,4,5,,5,5,5,4,,2,2,1,1,2,21.0,16.0,7,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",5.0,5.0,4.5,4.5
4,2,4,5,,6,5,3,4,,1,2,1,1,3,49.0,15.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",4.0,3.0,5.0,4.5
5,5,4,4,,6,3,4,4,,1,2,1,1,2,29.0,16.0,1,"Great survey!",0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",3.5,5.0,5.0,4.0
4,5,1,3,,4,1,1,4,,2,2,1,4,1,26.0,18.0,3,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",1.0,4.5,4.0,2.0
3,3,5,5,,4,1,1,4,,1,2,1,1,2,35.0,16.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",1.0,3.0,4.0,5.0
5,5,4,4,,4,3,4,4,,2,2,1,1,1,32.0,19.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",3.5,5.0,4.0,4.0
5,5,4,4,,6,3,4,7,,2,2,1,1,3,43.0,14.0,6,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",3.5,5.0,6.5,4.0
2,3,6,6,,4,6,6,4,,1,2,1,1,4,21.0,15.0,4,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",6.0,2.5,4.0,6.0
5,6,3,5,,5,3,3,5,,2,2,1,4,3,30.0,14.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",3.0,5.5,5.0,4.0
5,4,5,3,,4,4,5,5,,2,2,1,3,2,25.0,15.0,1,"It was a good self-assessment survey.",1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",4.5,4.5,4.5,4.0
5,5,3,4,,7,1,1,7,,1,2,1,1,2,28.0,17.0,1,"Interesting study",1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",1.0,5.0,7.0,3.5
5,5,5,5,,3,5,5,4,,1,2,1,1,3,37.0,14.0,2,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",5.0,5.0,3.5,5.0
1,1,7,7,,3,6,6,6,,2,2,1,2,2,53.0,17.0,1,"If I had a fatal heart attack I would be dead and not able to complete this survey.",0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",6.0,1.0,4.5,7.0
6,7,4,3,,7,2,1,7,,2,2,1,2,3,31.0,17.0,1,"INTERESTING SURVEY",0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",1.5,6.5,7.0,3.5
6,7,4,4,,4,1,1,4,,1,2,1,3,2,35.0,16.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",1.0,6.5,4.0,4.0
3,2,4,5,,4,1,3,4,,1,2,1,3,1,53.0,20.0,1,"n/a",1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",2.0,2.5,4.0,4.5
4,4,3,4,,3,5,6,3,,2,2,1,1,2,30.0,16.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",5.5,4.0,3.0,3.5
5,5,4,4,,5,2,3,6,,1,2,1,1,2,39.0,16.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",2.5,5.0,5.5,4.0
4,3,4,4,,5,4,4,5,,1,2,1,3,2,35.0,6.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",4.0,3.5,5.0,4.0
2,2,6,6,,5,2,2,6,,1,2,1,1,1,76.0,20.0,5,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",2.0,2.0,5.5,6.0
2,2,5,5,,5,1,2,7,,1,2,1,1,2,30.0,18.0,2,"fun",1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",1.5,2.0,6.0,5.0
3,3,5,5,,6,2,2,6,,1,2,1,1,2,38.0,16.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",2.0,3.0,6.0,5.0
4,4,4,4,,4,4,4,4,,2,2,1,2,2,40.0,16.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",4.0,4.0,4.0,4.0
5,5,3,3,,4,2,3,4,,2,2,1,1,2,28.0,15.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",2.5,5.0,4.0,3.0
5,5,4,4,,4,3,2,3,,1,2,1,1,4,19.0,13.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",2.5,5.0,3.5,4.0
1,1,7,7,,4,4,3,4,,2,2,1,2,4,36.0,12.0,2,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",3.5,1.0,4.0,7.0
5,5,4,6,,6,4,5,6,,2,2,1,4,2,22.0,16.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",4.5,5.0,6.0,5.0
4,4,4,5,,7,2,2,7,,2,2,1,1,2,71.0,14.0,5,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",2.0,4.0,7.0,4.5
4,4,4,4,,4,7,7,4,,1,2,1,1,3,23.0,15.0,1,"great study thank you",0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",7.0,4.0,4.0,4.0
7,6,6,6,,6,6,7,6,,2,2,1,1,4,95.0,18.0,1,"NOPE",1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",6.5,6.5,6.0,6.0
5,5,5,4,,3,3,3,4,,2,2,1,1,2,35.0,14.0,1,"Great",1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",3.0,5.0,3.5,4.5
7,6,5,5,,6,5,5,6,,1,2,1,1,2,32.0,5.0,1,"good",0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",5.0,6.5,6.0,5.0
6,7,7,7,,4,5,5,4,,1,2,1,1,1,30.0,17.0,1,"its very interesting",0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",5.0,6.5,4.0,7.0
5,5,4,5,,4,6,5,5,,1,2,1,2,1,32.0,14.0,3,"I really happy to taking this survey.",0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",5.5,5.0,4.5,4.5
2,3,6,6,,4,2,2,6,,1,2,1,1,3,51.0,15.0,3,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",2.0,2.5,5.0,6.0
7,7,6,6,,7,7,7,7,,2,2,1,1,2,27.0,12.0,1,"yes, i have to net",1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",7.0,7.0,7.0,6.0
6,4,2,3,,3,2,5,5,,2,2,1,2,2,25.0,15.0,2,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",3.5,5.0,4.0,2.5
1,5,4,4,,4,7,6,5,,1,2,1,3,2,55.0,16.0,1,"Question - Have you ever had a fatal heart attack? You can't have a fatal heart and be doing this survey. Fatal means you've died.",0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",6.5,3.0,4.5,4.0
5,3,6,5,,6,2,2,6,,1,2,1,1,2,47.0,17.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",2.0,4.0,6.0,5.5
4,4,6,4,,4,5,5,6,,2,2,1,1,4,36.0,14.0,6,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",5.0,4.0,5.0,5.0
5,5,4,4,,6,4,3,5,,2,2,1,1,3,51.0,14.0,3,"n/a",1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",3.5,5.0,5.5,4.0
1,1,7,7,,7,1,1,7,,2,2,1,4,2,56.0,16.0,1,"none",1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",1.0,1.0,7.0,7.0
3,4,4,5,,4,1,2,4,,2,2,1,1,2,26.0,16.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",1.5,3.5,4.0,4.5
6,6,5,5,,6,6,4,6,,2,2,1,1,1,49.0,16.0,7,"Moralizing on theoretical relationships is a lot different than considering the relative ethics of social acceptability of theft -- assuming you're controlling for that at all.",0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",5.0,6.0,6.0,5.0
2,2,7,7,,7,5,5,7,,2,2,1,1,1,44.0,18.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",5.0,2.0,7.0,7.0
5,3,5,4,,4,4,3,4,,1,2,1,1,2,30.0,16.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",3.5,4.0,4.0,4.5
5,6,4,2,,6,6,2,4,,1,2,1,1,1,30.0,13.0,2,"all good",1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",4.0,5.5,5.0,3.0
6,7,5,3,,4,4,5,5,,2,2,1,4,2,24.0,13.0,4,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",4.5,6.5,4.5,4.0
6,5,5,6,,6,7,7,6,,2,2,1,1,2,27.0,5.0,2,"is good",1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",7.0,5.5,6.0,5.5
5,5,2,2,,5,5,5,4,,1,2,1,1,2,38.0,12.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",5.0,5.0,4.5,2.0
1,1,1,1,,1,2,2,2,,1,2,1,1,1,37.0,18.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",2.0,1.0,1.5,1.0
3,3,3,4,,5,3,5,5,,2,2,1,1,2,29.0,17.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",4.0,3.0,5.0,3.5
3,4,4,5,,6,2,2,6,,2,2,1,1,3,45.0,14.0,6,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",2.0,3.5,6.0,4.5
5,4,4,5,,3,5,5,4,,2,2,1,1,1,78.0,20.0,5,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",5.0,4.5,3.5,4.5
5,5,6,3,,7,5,5,2,,2,2,1,1,1,44.0,18.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",5.0,5.0,4.5,4.5
5,5,6,6,,5,3,3,6,,2,2,1,1,3,26.0,14.0,4,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",3.0,5.0,5.5,6.0
1,1,7,1,,1,7,7,7,,1,2,1,1,4,28.0,12.0,3,"thanks",0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",7.0,1.0,4.0,4.0
3,5,6,5,,5,3,2,4,,2,2,1,1,2,39.0,16.0,1,"I’d not be here if I’d had a fatal heart attack",1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",2.5,4.0,4.5,5.5
7,7,1,1,,7,2,2,7,,2,2,1,1,5,54.0,12.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",2.0,7.0,7.0,1.0
5,3,4,4,,4,2,3,5,,2,2,1,1,4,34.0,12.0,6,"ack",1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",2.5,4.0,4.5,4.0
5,4,5,5,,6,6,5,5,,1,2,1,1,6,36.0,14.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",5.5,4.5,5.5,5.0
5,5,6,5,,5,5,6,6,,2,2,1,5,2,24.0,16.0,1,"ack",0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",5.5,5.0,5.5,5.5
7,7,6,1,,6,3,5,5,,2,2,1,1,2,30.0,12.0,1,"ack",1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",4.0,7.0,5.5,3.5
4,3,4,5,,4,3,4,7,,1,2,1,2,4,49.0,12.0,7,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",3.5,3.5,5.5,4.5
3,4,4,5,,4,5,3,4,,1,2,1,1,2,34.0,13.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",4.0,3.5,4.0,4.5
6,6,4,5,,4,4,4,5,,2,2,1,1,6,24.0,13.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",4.0,6.0,4.5,4.5
2,6,4,3,,4,6,6,4,,2,2,1,1,6,27.0,13.0,2,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",6.0,4.0,4.0,3.5
5,5,4,5,,4,4,5,6,,1,2,1,1,2,35.0,10.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",4.5,5.0,5.0,4.5
2,2,5,6,,6,1,1,7,,1,2,1,3,1,49.0,18.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",1.0,2.0,6.5,5.5
7,7,7,4,,7,3,7,1,,2,2,1,1,4,38.0,14.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",5.0,7.0,4.0,5.5
5,5,5,7,,7,1,1,7,,1,2,1,2,4,22.0,12.0,3,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",1.0,5.0,7.0,6.0
4,4,6,6,,7,1,1,7,,1,2,1,1,2,36.0,16.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",1.0,4.0,7.0,6.0
1,1,6,7,,5,4,5,7,,2,2,1,1,4,46.0,13.0,2,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",4.5,1.0,6.0,6.5
5,5,6,6,,6,6,6,3,,2,2,1,5,3,31.0,14.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",6.0,5.0,4.5,6.0
7,5,6,7,,5,5,3,5,,1,2,1,2,1,27.0,12.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",4.0,6.0,5.0,6.5
7,7,7,5,,6,1,7,7,,2,2,1,2,4,30.0,5.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",4.0,7.0,6.5,6.0
3,5,4,3,,5,5,2,5,,1,2,1,2,2,26.0,16.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",3.5,4.0,5.0,3.5
5,1,5,5,,6,1,1,6,,2,2,1,1,3,39.0,14.0,1,"ack",0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",1.0,3.0,6.0,5.0
7,7,7,7,,7,6,3,6,,2,2,1,1,2,38.0,16.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",4.5,7.0,6.5,7.0
5,4,4,5,,4,2,2,3,,2,2,1,1,2,52.0,16.0,3,"ts.",1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",2.0,4.5,3.5,4.5
7,7,5,7,,5,7,7,6,,2,2,1,1,3,60.0,14.0,1,,0.0,,0.0,,0.0,,1.0,1.0,1,"late","no change",7.0,7.0,5.5,6.0
5,5,2,5,,4,3,3,4,,2,2,1,1,4,48.0,13.0,1,,1.0,1.0,0.0,,0.0,,0.0,,1,"early","no change",3.0,5.0,4.0,3.5
4,4,6,5,,6,5,6,4,,2,2,1,1,2,29.0,17.0,1,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",5.5,4.0,5.0,5.5
4,4,4,4,,4,4,4,4,,1,2,1,1,2,36.0,16.0,1,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",4.0,4.0,4.0,4.0
4,4,6,4,,5,6,5,4,,1,2,1,1,1,28.0,14.0,1,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",5.5,4.0,4.5,5.0
3,3,5,5,,4,2,2,4,,1,2,1,1,4,23.0,13.0,4,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",2.0,3.0,4.0,5.0
5,5,5,5,,3,7,3,6,,1,2,1,1,2,26.0,16.0,1,"ood",0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",5.0,5.0,4.5,5.0
7,6,7,7,,7,7,6,6,,2,2,1,1,2,90.0,18.0,1,"ent",0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",6.5,6.5,6.5,7.0
6,6,6,6,,6,6,6,6,,1,2,1,5,2,83.0,17.0,5," :)",0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",6.0,6.0,6.0,6.0
5,7,5,4,,6,4,6,5,,1,2,1,1,4,36.0,13.0,1,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",5.0,6.0,5.5,4.5
5,5,5,5,,7,1,1,7,,2,2,1,1,2,46.0,14.0,1,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",1.0,5.0,7.0,5.0
3,4,2,4,,4,5,6,4,,2,2,1,1,1,26.0,18.0,1,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",5.5,3.5,4.0,3.0
4,5,2,4,,4,2,2,7,,1,2,1,1,2,22.0,16.0,4,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",2.0,4.5,5.5,3.0
2,2,4,4,,1,7,7,1,,2,2,1,1,4,25.0,14.0,2,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",7.0,2.0,1.0,4.0
4,3,5,5,,4,6,5,3,,2,2,1,1,2,23.0,14.0,1,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",5.5,3.5,3.5,5.0
5,5,4,4,,4,4,4,4,,2,2,1,1,3,47.0,14.0,1,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",4.0,5.0,4.0,4.0
1,1,4,7,,4,1,1,7,,1,2,1,5,2,46.0,20.0,3,"ood",0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",1.0,1.0,5.5,5.5
6,6,5,5,,1,7,7,2,,2,2,1,1,4,60.0,12.0,2,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",7.0,6.0,1.5,5.0
6,7,4,3,,3,7,6,3,,1,2,1,1,3,62.0,14.0,1,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",6.5,6.5,3.0,3.5
6,5,6,5,,6,5,6,5,,2,2,1,1,2,26.0,9.0,1,"...",0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",5.5,5.5,5.5,5.5
5,6,5,6,,5,6,6,5,,1,2,1,1,2,27.0,12.0,1,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",6.0,5.5,5.0,5.5
5,5,4,4,,4,2,2,2,,2,2,1,1,2,36.0,16.0,6,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",2.0,5.0,3.0,4.0
6,6,1,2,,5,3,3,5,,2,2,1,1,4,24.0,12.0,2,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",3.0,6.0,5.0,1.5
5,6,5,5,,3,7,7,4,,1,2,1,3,2,38.0,16.0,1,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",7.0,5.5,3.5,5.0
5,5,3,5,,3,5,5,2,,1,2,1,1,4,22.0,12.0,1,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",5.0,5.0,2.5,4.0
4,4,4,4,,4,4,5,5,,2,2,1,1,2,36.0,18.0,6,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",4.5,4.0,4.5,4.0
5,6,5,5,,3,5,4,4,,1,2,1,4,2,38.0,12.0,1,"and",0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",4.5,5.5,3.5,5.0
6,6,4,3,,4,4,3,4,,1,2,1,1,2,26.0,16.0,1,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",3.5,6.0,4.0,3.5
3,5,4,4,,7,7,7,5,,1,2,1,3,2,33.0,17.0,1,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",7.0,4.0,6.0,4.0
3,5,3,5,,3,7,7,3,,1,2,1,1,2,33.0,16.0,1,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",7.0,4.0,3.0,4.0
7,7,3,5,,5,4,2,7,,2,2,1,1,1,31.0,18.0,6,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",3.0,7.0,6.0,4.0
2,3,4,6,,4,2,4,4,,1,2,1,1,2,36.0,16.0,1,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",3.0,2.5,4.0,5.0
4,5,3,3,,3,6,5,3,,2,2,1,1,4,20.0,14.0,4,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",5.5,4.5,3.0,3.0
1,1,6,7,,7,1,1,7,,1,2,1,1,4,21.0,15.0,2,"NTS",0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",1.0,1.0,7.0,6.5
6,5,3,3,,4,2,2,4,,1,2,1,3,2,21.0,16.0,3,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",2.0,5.5,4.0,3.0
6,6,7,5,,5,7,6,6,,1,2,1,1,2,83.0,14.0,2,"vey",0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",6.5,6.0,5.5,6.0
6,6,7,6,,4,4,4,4,,1,2,4,3,3,25.0,10.0,2,"ck'",0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",4.0,6.0,4.0,6.5
4,5,3,4,,3,6,6,3,,2,2,1,1,2,35.0,16.0,1,"ood",0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",6.0,4.5,3.0,3.5
3,4,4,5,,3,5,5,5,,2,2,1,1,4,29.0,12.0,1,"ded",0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",5.0,3.5,4.0,4.5
7,7,3,5,,2,7,7,3,,1,2,1,1,4,51.0,14.0,1,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",7.0,7.0,2.5,4.0
3,3,4,5,,4,1,1,7,,1,2,1,1,3,23.0,14.0,2,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",1.0,3.0,5.5,4.5
5,5,5,4,,4,5,4,5,,1,2,1,1,2,40.0,16.0,1,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",4.5,5.0,4.5,4.5
3,4,3,4,,4,2,2,4,,1,2,6,3,2,32.0,19.0,7,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",2.0,3.5,4.0,3.5
4,4,5,3,,2,4,4,3,,2,2,1,1,2,40.0,12.0,1,"N/a",0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",4.0,4.0,2.5,4.0
5,5,3,4,,3,5,5,3,,2,2,1,1,1,42.0,18.0,1,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",5.0,5.0,3.0,3.5
2,2,3,5,,4,1,2,5,,1,2,1,1,4,74.0,13.0,1,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",1.5,2.0,4.5,4.0
7,6,2,3,,2,5,5,2,,1,2,1,1,3,29.0,16.0,6,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",5.0,6.5,2.0,2.5
5,5,3,3,,3,5,5,3,,2,2,1,3,1,33.0,20.0,1,"one",0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",5.0,5.0,3.0,3.0
6,6,3,3,,5,2,2,5,,2,2,1,3,1,56.0,18.0,1,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",2.0,6.0,5.0,3.0
3,5,3,5,,5,5,2,5,,1,2,1,1,3,27.0,14.0,1,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",3.5,4.0,5.0,4.0
3,3,5,5,,4,2,2,5,,2,2,1,1,2,46.0,16.0,1,"vey",0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",2.0,3.0,4.5,5.0
5,5,3,4,,4,5,5,5,,2,2,1,3,2,31.0,16.0,1,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",5.0,5.0,4.5,3.5
4,4,4,3,,2,7,7,2,,1,2,1,1,2,48.0,16.0,1,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",7.0,4.0,2.0,3.5
6,6,3,3,,2,7,7,2,,1,2,1,1,4,25.0,12.0,1,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",7.0,6.0,2.0,3.0
2,2,5,5,,4,1,1,5,,1,2,1,3,3,35.0,14.0,4,,0.0,,0.0,,1.0,1.0,0.0,,1,"early","positive change",1.0,2.0,4.5,5.0
5,5,3,5,,3,6,6,5,,1,2,1,2,2,29.0,15.0,3,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",6.0,5.0,4.0,4.0
5,4,5,6,,5,2,2,5,,1,2,1,1,4,55.0,12.0,1,,0.0,,1.0,1.0,0.0,,0.0,,1,"late","positive change",2.0,4.5,5.0,5.5
