IDs,age,ageDifference,gender,genderDifference,fullLiking_1,fullLiking_2,fullLiking_3,fullLiking_4,fullLiking_5,liking,similarity,positionFirst,positionSecond,distance,orientationFirst,orientationSecond,extremityFirst,extremitySecond,deltaExtremity,consistencyFirst,consistencySecond,certaintyFirst,certaintySecond,deltaCertainty
362,22,27,0,0,5,5,5,5,3,5,1,-1,4,5,-1,1,1,4,-3,-1,-4,5,4,1
20,23,3,1,0,5,4,4,5,4,4,1,2,1,1,1,1,2,1,1,2,1,4,3,1
364,49,-1,0,0,5,5,4,4,3,4,2,2,3,1,1,1,2,3,-1,2,3,4,3,1
373,29,2,0,1,5,5,5,5,4,5,3,2,1,1,1,1,2,1,1,2,1,4,5,-1
365,48,-31,1,0,5,5,5,5,5,5,2,-1,4,5,-1,1,1,4,-3,-1,-4,5,4,1
38,41,NaN,1,NaN,5,4,4,4,4,4,3,-1,3,4,-1,1,1,3,-2,-1,-3,5,5,0
29,20,28,1,1,5,5,5,5,3,5,2,-1,5,6,-1,1,1,5,-4,-1,-5,5,5,0
49,47,NaN,0,NaN,5,4,4,4,1,4,2,3,3,0,1,1,3,3,0,3,3,5,3,2
32,46,-15,1,1,4,5,4,5,4,4,2,3,-1,4,1,-1,3,1,2,-3,-1,3,5,-2
32,31,15,1,1,5,3,3,5,2,3,2,-1,3,4,-1,1,1,3,-2,-1,-3,5,3,2
30,28,6,1,0,5,5,5,5,4,5,2,4,1,3,1,1,4,1,3,4,1,4,5,-1
31,42,NaN,0,NaN,5,4,3,5,1,3,4,1,3,2,1,1,1,3,-2,1,3,5,5,0
34,39,-7,1,0,4,3,3,4,2,3,2,-1,1,2,-1,1,1,1,0,-1,-1,3,5,-2
350,39,0,0,0,4,4,4,5,4,4,1,3,2,1,1,1,3,2,1,3,2,5,2,3
344,29,-12,0,0,4,4,4,4,4,4,2,0,-1,1,0,-1,0,1,-1,0,-0,4,5,-1
23,35,-15,1,0,5,4,4,5,4,4,0,3,-3,6,1,-1,3,3,0,-3,-3,5,5,0
17,44,7,1,1,4,4,4,4,4,4,4,5,3,2,1,1,5,3,2,5,3,5,5,0
6,27,-11,0,0,5,3,4,5,3,4,3,4,2,2,1,1,4,2,2,4,2,4,4,0
37,44,3,1,0,5,5,5,5,5,5,3,1,1,0,1,1,1,1,0,1,1,5,5,0
37,47,-3,0,0,5,5,5,5,5,5,3,1,1,0,1,1,1,1,0,1,1,5,5,0
193,32,-11,1,0,5,4,4,5,4,4,3,1,-1,2,1,-1,1,1,0,-1,-1,5,3,2
167,24,-3,1,1,5,5,5,5,3,5,2,3,2,1,1,1,3,2,1,3,2,3,2,1
207,36,-6,1,1,5,5,5,5,2,5,0,2,1,1,1,1,2,1,1,2,1,4,3,1
205,35,3,1,1,5,5,4,4,4,4,3,-1,3,4,-1,1,1,3,-2,-1,-3,5,5,0
206,43,-2,0,0,5,5,5,5,5,5,4,-1,1,2,-1,1,1,1,0,-1,-1,5,5,0
263,25,14,0,0,5,4,4,4,3,4,3,-1,2,3,-1,1,1,2,-1,-1,-2,5,4,1
158,48,-19,1,1,5,5,5,5,3,5,3,0,2,2,0,1,0,2,-2,0,0,4,4,0
243,41,0,1,1,5,5,5,5,4,5,3,1,-2,3,1,-1,1,2,-1,-1,-2,5,4,1
242,49,-9,0,0,5,5,5,5,4,5,1,-1,3,4,-1,1,1,3,-2,-1,-3,5,5,0
243,41,0,1,1,4,4,5,5,3,5,1,-2,1,3,-1,1,2,1,1,-2,-1,4,5,-1
241,34,NaN,1,NaN,5,5,5,5,4,5,1,3,-1,4,1,-1,3,1,2,-3,-1,5,5,0
242,40,9,1,0,5,5,4,4,4,4,1,3,-1,4,1,-1,3,1,2,-3,-1,5,5,0
380,59,-3,0,1,5,4,4,5,4,4,2,2,1,1,1,1,2,1,1,2,1,4,5,-1
368,28,28,1,1,5,5,5,5,5,5,2,1,3,2,1,1,1,3,-2,1,3,5,5,0
380,56,3,0,1,3,3,3,3,1,3,2,1,2,1,1,1,1,2,-1,1,2,5,4,1
369,32,21,0,0,5,4,4,5,3,4,2,5,2,3,1,1,5,2,3,5,2,5,2,3
370,39,-1,0,1,5,4,4,4,3,4,2,3,1,2,1,1,3,1,2,3,1,3,3,0
370,38,1,0,1,4,4,4,4,3,4,1,1,1,0,1,1,1,1,0,1,1,5,3,2
347,48,-7,1,0,5,4,4,3,4,4,4,1,3,2,1,1,1,3,-2,1,3,5,5,0
346,50,-6,1,1,5,5,5,5,5,5,1,-3,4,7,-1,1,3,4,-1,-3,-4,5,4,1
377,34,7,0,1,5,5,5,5,1,5,4,0,1,1,0,1,0,1,-1,0,0,4,5,-1
366,39,9,0,0,4,5,4,5,3,4,4,2,2,0,1,1,2,2,0,2,2,4,4,0
378,29,-1,1,0,5,5,5,5,2,5,3,-3,1,4,-1,1,3,1,2,-3,-1,5,5,0
378,28,1,0,0,5,5,5,4,4,5,3,1,-3,4,1,-1,1,3,-2,-1,-3,5,5,0
379,34,-8,1,1,3,3,3,4,2,3,2,1,-1,2,1,-1,1,1,0,-1,-1,5,5,0
379,26,8,1,1,5,5,5,5,5,5,4,-1,-3,2,-1,-1,1,3,-2,1,3,5,5,0
346,44,6,1,1,5,5,5,5,3,5,1,4,-3,7,1,-1,4,3,1,-4,-3,4,5,-1
15,44,-21,1,1,5,5,5,5,4,5,5,3,3,0,1,1,3,3,0,3,3,5,5,0
14,31,41,1,1,4,3,4,5,2,4,4,3,1,2,1,1,3,1,2,3,1,5,5,0
7,56,-6,1,1,4,4,4,5,4,4,2,-1,4,5,-1,1,1,4,-3,-1,-4,5,4,1
13,35,11,0,0,4,4,4,4,3,4,3,3,4,1,1,1,3,4,-1,3,4,3,4,-1
7,50,6,1,1,5,4,4,4,5,4,2,4,-1,5,1,-1,4,1,3,-4,-1,4,5,-1
2,23,14,1,1,5,5,5,5,5,5,2,2,3,1,1,1,2,3,-1,2,3,4,5,-1
87,58,4,1,1,5,5,5,5,5,5,4,3,1,2,1,1,3,1,2,3,1,5,5,0
88,55,3,0,0,5,5,5,5,3,5,3,1,1,0,1,1,1,1,0,1,1,5,5,0
128,35,8,1,1,5,5,5,5,4,5,1,-1,0,1,-1,0,1,0,1,0,-0,5,4,1
69,42,6,1,0,5,4,4,5,3,4,3,-2,1,3,-1,1,2,1,1,-2,-1,4,5,-1
94,48,-4,1,1,5,5,5,5,4,5,4,1,-1,2,1,-1,1,1,0,-1,-1,5,5,0
176,41,-10,1,0,5,5,5,5,4,5,3,-2,1,3,-1,1,2,1,1,-2,-1,4,5,-1
127,41,-1,1,0,5,4,4,4,3,4,1,2,2,0,1,1,2,2,0,2,2,4,4,0
132,47,-16,0,0,5,5,5,5,5,5,1,-5,3,8,-1,1,5,3,2,-5,-3,5,5,0
136,32,-4,1,0,5,4,4,5,3,4,3,3,0,3,1,0,3,0,3,0,0,5,4,1
136,28,4,0,0,5,4,4,5,5,4,3,0,3,3,0,1,0,3,-3,0,0,4,5,-1
126,23,17,1,0,4,3,4,5,1,4,1,2,1,1,1,1,2,1,1,2,1,4,5,-1
209,54,-8,0,0,3,2,2,4,3,2,2,1,-1,2,1,-1,1,1,0,-1,-1,3,5,-2
160,37,5,1,0,2,2,2,5,1,2,2,3,1,2,1,1,3,1,2,3,1,5,5,0
160,42,-5,0,0,5,5,5,5,4,5,2,1,3,2,1,1,1,3,-2,1,3,5,5,0
165,59,-19,1,1,5,4,5,5,4,5,4,0,-1,1,0,-1,0,1,-1,0,-0,4,5,-1
120,52,-6,1,0,5,4,4,4,4,4,3,-1,3,4,-1,1,1,3,-2,-1,-3,5,5,0
186,60,-42,1,0,5,5,5,5,3,5,4,4,4,0,1,1,4,4,0,4,4,4,4,0
210,49,-1,1,1,5,5,5,5,4,5,5,3,3,0,1,1,3,3,0,3,3,5,5,0
528,38,12,1,0,5,5,5,5,3,5,3,3,3,0,1,1,3,3,0,3,3,5,5,0
499,33,-6,0,1,4,4,4,3,1,4,1,3,2,1,1,1,3,2,1,3,2,5,2,3
573,42,1,0,0,5,5,5,5,4,5,3,3,3,0,1,1,3,3,0,3,3,5,3,2
547,49,NaN,1,NaN,5,5,5,5,4,5,3,1,1,0,1,1,1,1,0,1,1,5,5,0
491,51,-12,0,0,4,4,4,4,4,4,2,1,3,2,1,1,1,3,-2,1,3,5,5,0
493,26,22,0,1,5,5,5,5,1,5,2,3,-3,6,1,-1,3,3,0,-3,-3,5,5,0
492,42,3,1,1,4,4,4,5,3,4,4,3,1,2,1,1,3,1,2,3,1,5,5,0
490,58,-25,0,0,5,5,5,5,5,5,1,-1,3,4,-1,1,1,3,-2,-1,-3,5,5,0
527,33,1,1,1,5,5,5,5,3,5,2,3,3,0,1,1,3,3,0,3,3,5,3,2
551,33,1,0,0,4,3,3,4,2,3,2,-3,1,4,-1,1,3,1,2,-3,-1,5,3,2
580,25,NaN,0,NaN,5,4,4,5,5,4,4,1,0,1,1,0,1,0,1,0,0,5,4,1
606,52,-15,1,0,4,4,4,4,4,4,5,1,1,0,1,1,1,1,0,1,1,5,5,0
424,25,10,0,0,5,4,4,5,3,4,3,3,3,0,1,1,3,3,0,3,3,5,5,0
471,40,15,1,0,5,4,5,5,3,5,2,3,-3,6,1,-1,3,3,0,-3,-3,5,5,0
472,43,-13,0,0,5,5,5,5,2,5,1,1,2,1,1,1,1,2,-1,1,2,5,4,1
453,28,3,1,0,5,4,4,5,2,4,2,-1,2,3,-1,1,1,2,-1,-1,-2,5,4,1
428,29,12,1,1,5,5,5,5,4,5,3,1,1,0,1,1,1,1,0,1,1,5,5,0
611,29,-3,0,0,5,5,5,5,4,5,3,0,3,3,0,1,0,3,-3,0,0,4,5,-1
608,44,-1,1,1,5,4,4,4,4,4,2,0,2,2,0,1,0,2,-2,0,0,4,4,0
608,43,1,1,1,5,5,4,5,4,4,2,2,0,2,1,0,2,0,2,0,0,4,4,0
611,26,3,1,0,5,5,5,5,4,5,4,4,3,1,1,1,4,3,1,4,3,4,5,-1
629,32,NaN,1,NaN,5,3,4,4,4,4,3,1,0,1,1,0,1,0,1,0,0,5,4,1
351,47,-9,0,0,5,4,4,4,3,4,2,1,4,3,1,1,1,4,-3,1,4,5,4,1
347,41,7,0,0,4,4,4,5,4,4,3,3,3,0,1,1,3,3,0,3,3,5,5,0
345,65,-45,1,1,5,4,4,4,4,4,1,2,2,0,1,1,2,2,0,2,2,2,4,-2
335,21,26,1,1,5,4,4,4,4,4,2,2,3,1,1,1,2,3,-1,2,3,4,5,-1
342,17,11,0,0,5,4,4,5,4,4,3,-1,-4,3,-1,-1,1,4,-3,1,4,5,4,1
337,35,14,0,0,4,5,4,4,4,4,3,-1,2,3,-1,1,1,2,-1,-1,-2,5,4,1
337,49,-14,1,0,5,5,5,5,3,5,3,2,-1,3,1,-1,2,1,1,-2,-1,4,5,-1
351,38,9,1,0,5,5,5,5,4,5,2,4,1,3,1,1,4,1,3,4,1,4,5,-1
573,43,-1,1,0,4,4,4,5,2,4,3,3,3,0,1,1,3,3,0,3,3,3,5,-2
40,22,-7,1,0,4,3,4,5,3,4,1,3,1,2,1,1,3,1,2,3,1,3,5,-2
368,56,-28,1,1,5,5,5,5,4,5,4,-1,1,2,-1,1,1,1,0,-1,-1,5,5,0
357,25,25,1,1,5,5,5,5,4,5,4,0,-1,1,0,-1,0,1,-1,0,-0,4,5,-1
357,50,-25,1,1,4,4,4,5,4,4,4,-1,0,1,-1,0,1,0,1,0,-0,5,4,1
154,14,27,1,1,5,5,4,5,3,4,1,3,-3,6,1,-1,3,3,0,-3,-3,3,5,-2
555,32,6,1,1,5,5,4,4,4,4,3,1,2,1,1,1,1,2,-1,1,2,3,4,-1
194,28,-3,0,1,5,5,5,5,1,5,5,-1,-1,0,-1,-1,1,1,0,1,1,5,5,0
2,37,-14,1,1,5,5,5,5,4,5,4,-1,1,2,-1,1,1,1,0,-1,-1,5,5,0
193,21,11,0,0,5,5,5,5,5,5,3,-1,1,2,-1,1,1,1,0,-1,-1,3,5,-2
521,36,12,0,0,3,2,3,3,1,3,2,-3,3,6,-1,1,3,3,0,-3,-3,5,5,0
205,38,-3,1,1,4,3,3,4,3,3,3,1,1,0,1,1,1,1,0,1,1,5,5,0
475,37,9,1,1,5,5,5,5,3,5,3,1,4,3,1,1,1,4,-3,1,4,5,4,1
477,16,30,1,0,3,3,3,3,1,3,5,-1,-1,0,-1,-1,1,1,0,1,1,5,5,0
99,39,NaN,1,NaN,5,5,5,5,5,5,3,4,3,1,1,1,4,3,1,4,3,4,5,-1
174,43,-12,1,1,4,3,3,5,4,3,3,2,0,2,1,0,2,0,2,0,0,4,4,0
395,19,22,0,1,5,4,4,5,3,4,0,-1,2,3,-1,1,1,2,-1,-1,-2,3,2,1
174,31,12,1,1,4,4,4,4,3,4,4,0,1,1,0,1,0,1,-1,0,0,4,5,-1
402,19,2,1,1,5,5,4,5,4,4,2,4,2,2,1,1,4,2,2,4,2,4,4,0
358,34,22,0,1,5,4,5,5,4,5,2,2,3,1,1,1,2,3,-1,2,3,4,5,-1
407,29,8,1,0,5,4,4,5,4,4,4,3,1,2,1,1,3,1,2,3,1,5,5,0
358,56,-22,0,1,4,4,4,4,3,4,2,1,2,1,1,1,1,2,-1,1,2,5,4,1
394,45,-8,1,1,5,5,5,5,5,5,3,2,5,3,1,1,2,5,-3,2,5,4,5,-1
359,51,NaN,1,NaN,5,5,5,5,5,5,5,1,1,0,1,1,1,1,0,1,1,5,5,0
408,30,18,1,0,5,5,5,4,1,5,2,1,3,2,1,1,1,3,-2,1,3,5,5,0
367,53,-21,1,1,4,4,3,4,4,3,4,1,3,2,1,1,1,3,-2,1,3,5,5,0
587,47,-6,1,0,5,5,4,5,4,4,3,3,3,0,1,1,3,3,0,3,3,5,5,0
366,48,-9,1,0,5,5,5,5,5,5,2,-1,2,3,-1,1,1,2,-1,-1,-2,3,4,-1
334,42,-13,1,0,4,4,4,4,4,4,4,3,2,1,1,1,3,2,1,3,2,5,4,1
494,45,-19,0,1,4,4,4,4,3,4,5,-5,-5,0,-1,-1,5,5,0,5,5,5,5,0
492,45,-3,1,1,3,3,3,4,3,3,4,1,3,2,1,1,1,3,-2,1,3,5,5,0
447,49,NaN,0,NaN,4,3,3,3,3,3,4,3,5,2,1,1,3,5,-2,3,5,5,5,0
494,26,19,0,1,4,5,4,3,3,4,4,-4,-5,1,-1,-1,4,5,-1,4,5,4,5,-1
579,43,1,1,1,5,5,5,5,5,5,4,5,3,2,1,1,5,3,2,5,3,5,5,0
531,46,-8,1,0,3,3,3,3,3,3,4,2,1,1,1,1,2,1,1,2,1,4,5,-1
411,18,23,0,0,5,5,5,5,3,5,1,-1,3,4,-1,1,1,3,-2,-1,-3,5,5,0
612,40,-17,0,0,4,4,4,4,3,4,1,3,0,3,1,0,3,0,3,0,0,5,4,1
473,36,-6,1,1,5,5,5,5,5,5,3,1,0,1,1,0,1,0,1,0,0,5,4,1
601,38,4,0,1,4,4,4,4,4,4,1,-3,1,4,-1,1,3,1,2,-3,-1,5,5,0
473,30,6,1,1,4,4,4,4,4,4,3,0,1,1,0,1,0,1,-1,0,0,4,5,-1
562,23,23,0,1,5,5,5,5,3,5,3,1,1,0,1,1,1,1,0,1,1,5,5,0
431,38,-3,0,1,5,5,5,5,4,5,3,4,4,0,1,1,4,4,0,4,4,4,4,0
486,38,9,1,1,5,5,5,5,5,5,5,1,1,0,1,1,1,1,0,1,1,5,5,0
67,34,NaN,0,NaN,5,4,5,5,4,5,5,5,5,0,1,1,5,5,0,5,5,5,5,0
463,36,23,1,0,5,4,4,5,3,4,2,-1,-3,2,-1,-1,1,3,-2,1,3,5,5,0
462,35,23,1,1,5,4,4,4,4,4,2,-2,3,5,-1,1,2,3,-1,-2,-3,4,5,-1
126,40,-17,0,0,4,4,4,5,4,4,1,-1,-1,0,-1,-1,1,1,0,1,1,3,3,0
399,51,-3,1,0,5,4,4,5,1,4,3,1,1,0,1,1,1,1,0,1,1,5,5,0
535,35,10,0,0,5,5,5,5,5,5,5,3,3,0,1,1,3,3,0,3,3,5,5,0
530,30,-6,0,0,5,4,4,4,4,4,3,1,1,0,1,1,1,1,0,1,1,5,5,0
533,46,-2,0,0,5,5,5,5,4,5,4,1,-1,2,1,-1,1,1,0,-1,-1,5,5,0
520,45,NaN,0,NaN,5,4,4,4,4,4,3,5,1,4,1,1,5,1,4,5,1,5,5,0
171,42,0,1,1,5,5,5,5,5,5,2,2,3,1,1,1,2,3,-1,2,3,4,5,-1
141,35,2,0,1,5,4,4,5,1,4,3,-3,-3,0,-1,-1,3,3,0,3,3,5,5,0
143,13,41,0,0,5,4,4,5,3,4,2,1,3,2,1,1,1,3,-2,1,3,3,5,-2
142,41,-20,1,0,5,4,3,5,2,3,2,-1,-4,3,-1,-1,1,4,-3,1,4,5,4,1
142,21,20,0,0,5,3,3,5,1,3,2,-3,-1,2,-1,-1,3,1,2,3,1,5,5,0
141,37,-2,0,1,4,3,4,5,2,4,4,-3,-5,2,-1,-1,3,5,-2,3,5,5,5,0
168,41,-12,1,0,4,4,3,4,1,3,4,4,3,1,1,1,4,3,1,4,3,4,5,-1
353,26,15,1,1,5,5,5,5,5,5,1,-2,5,7,-1,1,2,5,-3,-2,-5,4,5,-1
354,22,17,1,1,5,5,5,5,5,5,3,3,-1,4,1,-1,3,1,2,-3,-1,5,5,0
354,39,-17,1,1,5,5,5,5,5,5,4,0,-1,1,0,-1,0,1,-1,0,-0,4,5,-1
343,28,-11,1,1,5,5,4,5,4,4,0,1,-1,2,1,-1,1,1,0,-1,-1,3,5,-2
332,17,1,0,0,5,5,5,5,5,5,2,-3,3,6,-1,1,3,3,0,-3,-3,5,5,0
343,17,11,1,1,5,4,2,5,4,2,0,-1,1,2,-1,1,1,1,0,-1,-1,5,3,2
340,45,6,1,0,4,4,4,4,3,4,5,-1,-1,0,-1,-1,1,1,0,1,1,5,5,0
338,50,-13,0,0,5,5,5,5,5,5,3,1,2,1,1,1,1,2,-1,1,2,3,4,-1
338,37,13,1,0,5,5,4,5,3,4,3,2,1,1,1,1,2,1,1,2,1,4,3,1
5,45,-5,0,0,5,4,4,5,4,4,1,4,1,3,1,1,4,1,3,4,1,4,3,1
331,30,11,1,0,5,4,4,4,4,4,2,-3,-1,2,-1,-1,3,1,2,3,1,5,5,0
50,36,11,1,0,5,4,5,5,3,5,3,1,5,4,1,1,1,5,-4,1,5,5,5,0
33,33,15,0,1,5,5,5,5,4,5,3,4,3,1,1,1,4,3,1,4,3,4,3,1
26,46,-15,1,1,4,4,4,4,4,4,3,3,4,1,1,1,3,4,-1,3,4,5,4,1
661,40,4,0,0,5,5,5,5,5,5,3,-1,3,4,-1,1,1,3,-2,-1,-3,5,5,0
661,44,-4,1,0,4,5,5,5,4,5,3,3,-1,4,1,-1,3,1,2,-3,-1,5,5,0
35,53,NaN,0,NaN,5,4,4,4,4,4,4,1,2,1,1,1,1,2,-1,1,2,5,4,1
33,48,-15,0,1,4,4,4,3,3,4,3,3,4,1,1,1,3,4,-1,3,4,3,4,-1
355,22,8,0,1,5,5,5,5,5,5,2,0,1,1,0,1,0,1,-1,0,0,4,5,-1
26,31,15,1,1,5,5,5,5,4,5,1,0,4,4,0,1,0,4,-4,0,0,2,4,-2
27,56,-26,1,0,4,4,3,4,1,3,5,5,5,0,1,1,5,5,0,5,5,5,5,0
9,61,-52,1,0,5,5,5,5,5,5,1,1,3,2,1,1,1,3,-2,1,3,5,3,2
28,43,-15,1,0,5,4,4,4,2,4,4,4,5,1,1,1,4,5,-1,4,5,4,5,-1
4,23,3,1,1,5,5,5,5,5,5,2,1,3,2,1,1,1,3,-2,1,3,5,5,0
496,28,18,1,0,5,5,5,5,2,5,4,3,5,2,1,1,3,5,-2,3,5,5,5,0
503,49,-24,1,1,5,5,5,5,5,5,2,1,3,2,1,1,1,3,-2,1,3,5,5,0
496,46,-18,0,0,5,5,5,5,5,5,3,3,3,0,1,1,3,3,0,3,3,5,5,0
149,49,-16,1,1,3,4,4,4,3,4,3,3,-1,4,1,-1,3,1,2,-3,-1,5,5,0
111,23,11,1,1,5,5,5,5,5,5,3,5,2,3,1,1,5,2,3,5,2,5,4,1
99,27,NaN,0,NaN,5,4,4,4,3,4,2,2,1,1,1,1,2,1,1,2,1,4,5,-1
404,48,-8,1,1,5,5,5,5,2,5,2,3,1,2,1,1,3,1,2,3,1,5,5,0
5,40,5,1,0,5,5,5,5,4,5,1,1,4,3,1,1,1,4,-3,1,4,3,4,-1
331,41,-11,0,0,5,5,5,5,4,5,2,-1,-3,2,-1,-1,1,3,-2,1,3,5,5,0
401,21,31,1,1,4,4,4,5,3,4,2,2,3,1,1,1,2,3,-1,2,3,4,5,-1
258,47,NaN,0,NaN,5,5,5,5,3,5,2,-5,-1,4,-1,-1,5,1,4,5,1,5,3,2
413,25,-8,1,1,5,4,4,5,4,4,3,3,4,1,1,1,3,4,-1,3,4,3,4,-1
263,39,-14,1,0,4,4,4,5,3,4,3,2,-1,3,1,-1,2,1,1,-2,-1,4,5,-1
85,17,26,0,1,5,5,5,5,4,5,5,3,3,0,1,1,3,3,0,3,3,5,5,0
238,49,NaN,1,NaN,5,3,3,3,2,3,2,-1,0,1,-1,0,1,0,1,0,-0,5,4,1
94,44,4,1,1,4,3,3,5,3,3,4,-1,1,2,-1,1,1,1,0,-1,-1,5,5,0
204,31,15,1,1,5,5,5,5,3,5,3,-1,3,4,-1,1,1,3,-2,-1,-3,5,5,0
509,31,11,0,1,5,5,5,5,1,5,2,-1,5,6,-1,1,1,5,-4,-1,-5,5,5,0
204,46,-15,1,1,4,4,4,5,4,4,3,3,-1,4,1,-1,3,1,2,-3,-1,5,5,0
460,35,-1,1,0,5,5,5,5,4,5,1,2,-2,4,1,-1,2,2,0,-2,-2,4,4,0
460,34,1,0,0,5,4,4,4,1,4,1,-2,2,4,-1,1,2,2,0,-2,-2,4,4,0
483,28,NaN,0,NaN,5,5,5,5,2,5,3,-1,2,3,-1,1,1,2,-1,-1,-2,5,4,1
489,48,-13,0,0,3,4,4,4,4,4,1,4,-3,7,1,-1,4,3,1,-4,-3,4,5,-1
442,45,-11,1,1,5,3,3,5,5,3,3,1,1,0,1,1,1,1,0,1,1,5,5,0
422,33,19,0,0,5,5,5,5,3,5,3,1,1,0,1,1,1,1,0,1,1,5,5,0
526,32,6,1,1,5,4,4,4,3,4,1,3,0,3,1,0,3,0,3,0,0,5,4,1
525,35,-9,1,1,5,5,5,5,5,5,2,5,0,5,1,0,5,0,5,0,0,5,4,1
495,32,14,0,0,4,5,5,5,4,5,1,1,1,0,1,1,1,1,0,1,1,5,5,0
109,35,-16,0,0,5,4,4,5,4,4,2,0,4,4,0,1,0,4,-4,0,0,4,4,0
157,44,NaN,1,NaN,5,4,4,5,4,4,1,-1,-1,0,-1,-1,1,1,0,1,1,5,5,0
123,40,-12,1,1,5,5,5,5,4,5,3,-2,0,2,-1,0,2,0,2,0,-0,4,4,0
231,42,-18,1,1,5,3,3,4,4,3,2,2,1,1,1,1,2,1,1,2,1,4,5,-1
104,28,NaN,1,NaN,5,5,5,5,5,5,4,1,3,2,1,1,1,3,-2,1,3,5,5,0
182,16,19,0,1,5,5,5,5,4,5,2,-2,3,5,-1,1,2,3,-1,-2,-3,4,5,-1
182,35,-19,0,1,5,4,5,4,4,5,3,3,0,3,1,0,3,0,3,0,0,5,4,1
183,26,-5,0,1,4,4,4,5,4,4,2,-1,1,2,-1,1,1,1,0,-1,-1,5,3,2
184,31,4,0,0,5,5,5,5,5,5,3,2,3,1,1,1,2,3,-1,2,3,4,5,-1
214,35,-17,1,0,5,4,4,4,4,4,1,4,-2,6,1,-1,4,2,2,-4,-2,4,4,0
236,30,NaN,0,NaN,5,4,4,4,2,4,1,1,-5,6,1,-1,1,5,-4,-1,-5,3,5,-2
215,24,-8,1,0,5,4,4,4,5,4,0,2,-3,5,1,-1,2,3,-1,-2,-3,4,5,-1
232,25,NaN,1,NaN,5,3,3,2,5,3,2,-2,1,3,-1,1,2,1,1,-2,-1,4,3,1
167,21,3,1,1,4,3,4,5,3,4,2,2,2,0,1,1,2,2,0,2,2,4,2,2
265,40,NaN,1,NaN,5,4,4,5,3,4,3,-2,-1,1,-1,-1,2,1,1,2,1,4,5,-1
113,26,-5,0,1,4,4,5,4,4,5,1,4,-2,6,1,-1,4,2,2,-4,-2,4,4,0
146,33,11,1,0,5,5,5,5,3,5,4,0,1,1,0,1,0,1,-1,0,0,4,5,-1
102,44,-9,0,0,5,5,5,5,5,5,2,3,-3,6,1,-1,3,3,0,-3,-3,5,5,0
116,42,-15,1,1,5,5,5,5,5,5,3,1,1,0,1,1,1,1,0,1,1,5,3,2
216,22,NaN,1,NaN,5,5,5,5,5,5,3,2,4,2,1,1,2,4,-2,2,4,4,4,0
146,44,-11,0,0,5,4,4,4,4,4,4,1,0,1,1,0,1,0,1,0,0,5,4,1
105,27,19,0,0,5,5,5,5,5,5,4,3,1,2,1,1,3,1,2,3,1,5,5,0
105,46,-19,1,0,4,5,5,5,5,5,3,3,3,0,1,1,3,3,0,3,3,5,5,0
169,34,1,0,1,4,4,4,5,1,4,2,-1,3,4,-1,1,1,3,-2,-1,-3,5,3,2
234,36,NaN,1,NaN,5,5,5,5,5,5,2,1,-2,3,1,-1,1,2,-1,-1,-2,3,4,-1
217,48,NaN,0,NaN,5,5,5,5,5,5,3,-1,3,4,-1,1,1,3,-2,-1,-3,5,5,0
261,39,-1,1,1,5,5,5,5,5,5,3,2,2,0,1,1,2,2,0,2,2,4,4,0
261,38,1,1,1,4,4,4,4,3,4,3,3,2,1,1,1,3,2,1,3,2,5,4,1
180,16,NaN,1,NaN,5,4,5,4,3,5,2,-2,3,5,-1,1,2,3,-1,-2,-3,4,5,-1
214,18,17,0,0,5,4,4,5,3,4,0,-5,4,9,-1,1,5,4,1,-5,-4,5,4,1
215,16,8,0,0,5,5,4,5,4,4,0,-3,2,5,-1,1,3,2,1,-3,-2,5,4,1
82,23,27,0,1,5,5,5,5,3,5,2,1,-1,2,1,-1,1,1,0,-1,-1,3,5,-2
83,23,NaN,1,NaN,5,5,5,5,4,5,3,1,2,1,1,1,1,2,-1,1,2,5,4,1
162,47,9,1,1,4,4,4,4,1,4,3,5,2,3,1,1,5,2,3,5,2,5,4,1
159,37,0,1,0,3,3,1,2,1,1,1,4,-1,5,1,-1,4,1,3,-4,-1,4,5,-1
264,46,0,0,0,4,4,4,4,3,4,4,5,3,2,1,1,5,3,2,5,3,5,5,0
103,51,-35,0,0,5,5,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,4,4,0
433,38,11,1,1,4,3,3,5,3,3,3,-1,0,1,-1,0,1,0,1,0,-0,5,4,1
103,16,35,1,0,5,5,5,5,4,5,4,2,2,0,1,1,2,2,0,2,2,4,4,0
46,28,0,0,0,5,5,5,5,4,5,1,-2,5,7,-1,1,2,5,-3,-2,-5,4,5,-1
46,28,0,1,0,4,3,3,4,3,3,1,5,-2,7,1,-1,5,2,3,-5,-2,5,4,1
47,30,NaN,0,NaN,4,4,3,4,4,3,3,3,2,1,1,1,3,2,1,3,2,3,4,-1
334,29,13,0,0,5,5,5,5,4,5,4,2,3,1,1,1,2,3,-1,2,3,4,5,-1
48,50,-19,0,1,4,4,4,4,3,4,4,-1,1,2,-1,1,1,1,0,-1,-1,5,5,0
27,30,26,0,0,5,4,5,5,3,5,5,5,5,0,1,1,5,5,0,5,5,5,5,0
57,47,0,0,1,5,5,5,5,3,5,2,0,5,5,0,1,0,5,-5,0,0,4,5,-1
36,26,-7,0,0,5,4,5,5,3,5,3,4,1,3,1,1,4,1,3,4,1,4,5,-1
45,46,-16,0,0,5,5,5,5,5,5,2,3,2,1,1,1,3,2,1,3,2,5,4,1
