participant_id,group,AR_pre,TTS_pre,GNG_pre,GR_pre,MS_pre,PM_pre,RMS_pre,age_round,age_bin,AR_post,TTS_post,GNG_post,GR_post,MS_post,PM_post,RMS_post,AR_1,TTS_1,GNG_1,GR_1,MS_1,PM_1,RMS_1,GI_1,AR_2,TTS_2,GNG_2,GR_2,MS_2,PM_2,RMS_2,GI_2,AR_d,TTS_d,GNG_d,GR_d,MS_d,PM_d,RMS_d,GI_d,lost_track_details_pre,misplaced_items_pre,lost_concentration_pre,remembered_names_pre,felt_creative_pre,good_concentration_pre,felt_anxious_pre,in_bad_mood_pre,felt_sad_pre,felt_training_benefits_pre,rwc_ave_pre,lost_track_details_post,misplaced_items_post,lost_concentration_post,remembered_names_post,felt_creative_post,good_concentration_post,felt_anxious_post,in_bad_mood_post,felt_sad_post,felt_training_benefits_post,rwc_ave_post,lost_track_details_d,misplaced_items_d,lost_concentration_d,remembered_names_d,felt_creative_d,good_concentration_d,felt_anxious_d,in_bad_mood_d,felt_sad_d,felt_training_benefits_d,rwc_ave_d,crosswords_active_days,lumosity_active_days,active_days,exclude,est_hours
3119,crosswords,12,-120.493,-462,1,5,5,5,46,"[45,50)",14,-334.251,-431,5,4,7,5,91.34256473,123.5109966,92.0420536,77.14905474,90.62371635,77.91647599,98.99927345,86.98372317,98.19568586,99.74999225,99.14955762,91.69456703,76.82463797,85.05687515,98.99927345,86.35879509,6.85312113,-23.76100437,7.107504023,14.54551229,-13.79907838,7.140399164,0,-0.624928078,2,1,2,3,4,4,2,2,3,3,2.555555556,4,3,4,3,4,4,2,4,3,5,3.444444444,2,2,2,0,0,0,0,2,0,2,0.888888889,48,0,48,0,12.82047611
3120,lumosity,11,-610.61,-407,1,5,7,7,27,"[25,30)",14,-496.066,-388,1,7,14,7,86.38213676,75.97994686,100.087441,75.65933247,84.41604731,80.16451932,117.9069261,78.76068626,95.83748326,82.87123961,105.7562694,75.65933247,110.899714,109.5750208,117.9069261,99.71304933,9.455346495,6.89129275,5.668828396,0,26.4836667,29.41050152,0,20.95236308,4,2,4,2,4,4,3,4,4,2,3.444444444,4,4,3,NA,4,5,4,2,5,4,3.875,0,2,-1,NA,0,1,1,-2,1,2,0.430555556,0,59,59,0,32.51905278
3121,lumosity,14,-604.48,-494,8,7,5,5,73,"[70,75)",14,-448.592,-531,5,6,14,6,108.2508943,94.65355844,100.9525239,110.8773865,133.5480919,90.03153326,112.1557076,113.794053,108.2508943,106.6354181,93.36458194,100.7141829,115.834386,129.3186686,126.6203246,121.8346857,0,11.98185962,-7.587942,-10.16320366,-17.71370589,39.28713531,14.46461703,8.04063268,5,5,3,5,4,5,1,5,5,3,4.222222222,5,5,4,2,4,5,4,5,5,5,4.333333333,0,0,1,-3,0,0,3,0,0,2,0.111111111,0,55,55,0,11.86876042
3122,lumosity,12,-295.156,-260,15,6,6,5,33,"[30,35)",20,-308.27,-328,15,6,15,4,90.46157175,100.1459628,147.4694717,121.5601153,99.44522366,78.60263735,94.19503153,108.6113514,114.036921,98.83113416,129.4394166,121.5601153,99.44522366,117.6574457,81.62188133,116.9500886,23.5753493,-1.314828636,-18.03005513,0,0,39.05480836,-12.5731502,8.338737208,5,3,4,2,5,3,2,4,2,4,3.333333333,4,3,5,2,3,3,5,4,4,3,3.666666667,-1,0,1,0,-2,0,3,0,2,-1,0.333333333,0,58,58,0,13.77120333
3123,crosswords,6,-736.695,-440,7,5,14,5,52,"[50,55)",12,-503.418,-405,0,5,12,5,73.95858616,75.7626195,101.9564465,98.57903137,94.13413715,119.4061229,100.3547446,90.0898716,93.36024906,90.48684113,111.8572569,72.1837157,94.13413715,106.2023984,100.3547446,91.25207732,19.4016629,14.72422162,9.900810366,-26.39531567,0,-13.20372445,0,1.162205715,4,4,5,1,4,3,5,4,5,3,3.888888889,5,4,4,5,5,3,NA,4,NA,3,4.285714286,1,0,-1,4,1,0,NA,0,NA,0,0.396825397,62,0,62,0,18.06217833
3124,lumosity,16,-504.045,-414,13,6,12,4,30,"[30,35)",20,-327.397,-413,15,7,11,7,102.5519704,82.80121108,99.50364374,114.3567219,99.44522366,99.26990935,81.62188133,94.37041399,114.036921,97.12160627,99.88323042,121.5601153,113.2855782,94.78840165,118.2550683,115.852596,11.48495067,14.32039519,0.379586682,7.203393409,13.84035457,-4.481507701,36.63318693,21.482182,3,4,3,1,4,3,4,4,3,3,3.222222222,4,4,4,3,4,4,3,2,2,4,3.333333333,1,0,1,2,0,1,-1,-2,-1,1,0.111111111,0,55,55,0,17.55734972
3125,lumosity,8,-610.61,-417,1,6,12,5,23,"[18,25)",11,-668.548,-351,4,5,13,5,77.37261524,73.40153853,96.6969786,77.80979622,96.84357409,98.83503824,91.48974509,76.72321883,87.14455723,70.28871405,117.1687807,86.07785316,84.26850625,104.4136606,91.48974509,83.92418586,9.771941992,-3.112824479,20.47180206,8.268056943,-12.57506784,5.578622393,0,7.200967032,1,1,2,3,3,5,2,4,4,5,2.777777778,4,4,4,4,4,5,3,4,4,5,4,3,3,2,1,1,0,1,0,0,0,1.222222222,0,53,53,0,13.16022194
3126,crosswords,23,-547.472,-519,13,3,6,3,57,"[55,60)",23,-619.236,-428,8,5,12,3,145.0563816,89.21156904,88.95020347,120.6798809,75.79962408,86.64629669,78.22890066,95.80982702,145.0563816,84.32425451,106.3510708,103.182058,97.83682509,108.6832773,78.22890066,106.2218561,0,-4.887314538,17.40086737,-17.49782295,22.03720101,22.03698065,0,10.4120291,5,4,2,2,2,4,2,3,5,4,3.222222222,4,4,1,2,4,4,NA,4,4,5,3.375,-1,0,-1,0,2,0,NA,1,-1,1,0.152777778,51,0,51,0,15.43314667
3127,crosswords,17,-82.213,-454,16,7,10,5,25,"[25,30)",17,-252.907,-394,14,5,13,5,105.14905,126.3416377,88.4053169,121.654763,110.899714,89.18550509,92.55730046,109.2070365,105.14905,102.2159066,104.0944047,114.3954083,84.41604731,103.2608009,92.55730046,101.5567006,0,-24.12573117,15.68908784,-7.259354713,-26.4836667,14.07529576,0,-7.650335912,4,2,2,NA,5,3,1,4,5,3,3.25,4,3,4,NA,5,5,3,2,5,4,3.875,0,1,2,NA,0,2,2,-2,0,1,0.625,28,0,28,0,6.938224445
3128,crosswords,23,-153.546,-350,15,10,14,7,21,"[18,25)",24,-85.28,-354,8,8,15,10,121.4178388,112.6243185,117.4474994,119.4285719,146.5704049,110.5257196,116.828507,139.7013016,124.2003759,124.9541437,115.9819382,98.00675126,122.8533768,117.2726016,149.5634309,141.5986594,2.782537116,12.3298252,-1.465561211,-21.42182068,-23.71702802,6.74688207,32.73492392,1.897357849,4,3,2,5,2,3,4,3,5,NA,3.444444444,4,4,3,5,4,5,4,4,5,3,4.222222222,0,1,1,0,2,2,0,1,0,NA,0.777777778,55,0,55,0,14.21388472
3129,crosswords,6,-378.987,-511,5,5,2,3,64,"[60,65)",8,-432.278,-371,4,5,9,5,72.55903604,103.5783801,92.83730009,93.26015468,99.43017473,71.08204112,79.81691234,76.7974648,81.14502374,99.43017473,127.440964,90.00153611,99.43017473,96.35646016,107.0918368,100.2422268,8.585987699,-4.148205414,34.60366386,-3.258618572,0,25.27441904,27.27492447,23.44476203,3,4,4,2,3,2,4,4,4,4,3.333333333,3,4,4,2,4,4,4,4,4,4,3.666666667,0,0,0,0,1,2,0,0,0,0,0.333333333,42,0,42,0,15.36664306
3130,crosswords,20,-379.127,-398,14,6,13,5,33,"[30,35)",20,-307.241,-376,14,8,15,6,114.036921,92.4206259,104.2602518,118.1332342,99.44522366,105.2736597,94.19503153,107.2650559,114.036921,99.00674324,111.7551511,118.1332342,127.8178215,117.6574457,106.3436639,125.3381349,0,6.586117335,7.494899299,0,28.37259789,12.38378596,12.14863241,18.07307907,1,3,2,4,4,4,3,3,4,3,3.111111111,3,4,3,4,4,4,3,1,5,4,3.444444444,2,1,1,0,0,0,0,-2,1,1,0.333333333,5,0,5,0,1.063511111
3131,crosswords,9,-427.867,-377,8,5,9,6,48,"[45,50)",13,-493.865,-352,9,5,13,7,78.63009026,91.63622188,115.5294009,102.0059322,90.62371635,90.5628522,112.1601026,94.78414202,94.74450581,86.76674788,124.0376721,105.6293095,90.62371635,109.2550155,126.2788289,109.9983699,16.11441555,-4.869473995,8.50827117,3.623377358,0,18.69216334,14.11872626,15.21422786,1,2,3,2,2,3,1,3,3,3,2.222222222,1,3,2,2,3,3,2,3,4,4,2.555555556,0,1,-1,0,1,0,1,0,1,1,0.333333333,53,0,53,0,13.40410194
3132,lumosity,24,-91.81,-404,22,8,13,7,22,"[18,25)",28,-61.281,-450,22,9,13,8,124.2003759,122.4064152,100.2864892,138.8898336,122.8533768,104.4136606,116.828507,134.1528349,137.5164438,130.5169708,87.2733327,138.8898336,136.400055,104.4136606,129.5850182,147.3777885,13.31606787,8.110555664,-13.01315652,0,13.54667819,0,12.75651116,13.22495361,4,4,2,5,4,4,1,3,4,4,3.444444444,4,4,4,5,4,4,3,4,5,4,4.111111111,0,0,2,0,0,0,2,1,1,0,0.666666667,0,68,68,0,13.11488153
3133,crosswords,16,-252.907,-359,10,6,10,7,35,"[35,40)",12,-327.397,-364,13,7,13,6,102.6131175,104.1004396,118.9092576,104.152367,100.7002435,92.0995501,120.7016299,111.6271315,90.37931782,98.24603806,116.7794552,116.6863057,114.6181379,106.7178775,108.1891174,114.0983342,-12.23379971,-5.854401551,-2.129802418,12.53393868,13.91789438,14.61832743,-12.51251247,2.471202698,2,4,4,3,3,4,2,2,2,3,2.888888889,2,4,4,NA,3,3,1,1,4,3,2.75,0,0,0,NA,0,-1,-1,-1,2,0,-0.138888889,60,0,60,0,14.53271583
3134,crosswords,12,-332.441,-362,11,5,13,5,23,"[18,25)",11,-465.042,-376,15,5,10,3,90.15077663,95.00327782,113.4872877,107.0554546,84.26850625,104.4136606,91.48974509,96.08809705,87.14455723,84.48410196,108.7426226,119.4285719,84.26850625,89.97238345,67.35368793,84.04280035,-3.006219403,-10.51917586,-4.744665134,12.37311736,0,-14.44127718,-24.13605716,-12.04529671,3,4,4,3,3,5,2,3,4,4,3.444444444,4,4,4,5,3,5,5,3,5,4,4.222222222,1,0,0,2,0,0,3,0,1,0,0.777777778,53,0,53,0,16.11416528
3135,crosswords,25,-85.28,-360,9,7,7,7,38,"[35,40)",22,-123.177,-438,11,8,12,6,130.8227311,129.3315038,118.2628859,100.8504424,114.6181379,82.25094884,120.7016299,126.0996401,121.7921456,118.9092576,93.88484118,107.5578586,129.0004458,100.9506214,108.1891174,121.7064861,-9.03058545,-10.42224623,-24.37804468,6.707416188,14.38230788,18.69967257,-12.51251247,-4.393154007,4,1,3,2,5,4,2,2,3,3,2.888888889,3,3,3,3,3,3,3,3,3,3,3,-1,2,0,1,-2,-1,1,1,0,0,0.111111111,2,9,9,1,0
3136,lumosity,17,-365.501,-393,9,6,11,5,57,"[55,60)",16,-292.756,-387,9,6,12,4,110.7236012,103.0795847,114.8348919,106.4059472,110.6589712,104.0596246,104.3725447,114.7189821,107.2963581,109.3438858,115.7625591,106.4059472,110.6589712,108.6832773,91.37593231,113.4618657,-3.42724311,6.264301162,0.927667178,0,0,4.623652747,-12.99661235,-1.257116408,1,3,2,4,4,4,3,2,2,4,2.777777778,2,4,3,4,4,4,3,2,2,5,3.111111111,1,1,1,0,0,0,0,0,0,1,0.333333333,0,55,55,0,12.80128768
3137,crosswords,10,-155.402,-371,4,6,14,5,24,"[18,25)",6,-496.92,-377,10,7,13,7,84.14383656,111.9974442,110.0276165,86.07785316,96.84357409,110.5257196,91.48974509,97.55210923,70.78170575,81.90227767,108.4262643,103.8371949,109.7384325,104.4136606,116.828507,98.95949923,-13.36213081,-30.09516651,-1.601352275,17.75934179,12.89485844,-6.112058926,25.33876193,1.407390002,3,4,4,5,4,3,3,5,4,3,3.888888889,2,4,5,5,5,3,2,4,4,2,3.777777778,-1,0,1,0,1,0,-1,-1,0,-1,-0.111111111,21,0,21,0,5.166877222
3138,lumosity,19,-349.128,-387,8,5,10,4,31,"[30,35)",22,-235.35,-336,9,5,12,4,111.1687973,95.2817943,107.3152026,97.62556081,86.27662334,90.92165997,81.62188133,91.59871945,119.4782075,104.8718183,127.0411464,100.7885497,86.27662334,99.26990935,81.62188133,105.061744,8.309410216,9.590023965,19.72594376,3.162988932,0,8.348249373,0,13.46302458,3,4,2,5,2,3,5,2,2,NA,3.111111111,3,5,3,5,5,4,4,3,5,4,4.111111111,0,1,1,0,3,1,-1,1,3,NA,1,0,44,44,0,8.791622222
3139,crosswords,12,-321.298,-366,7,6,10,4,40,"[40,45)",15,-504.045,-377,11,6,4,4,90.54717631,100.1611435,118.1720907,96.3106211,101.9932487,93.28275416,83.89115329,95.68569277,99.35523995,85.6875212,113.649015,110.0500152,101.9932487,75.11701446,83.89115329,91.49826864,8.808063643,-14.47362229,-4.523075751,13.73939413,0,-18.1657397,0,-4.187424126,2,3,4,2,4,3,3,5,5,3,3.444444444,4,4,5,3,5,5,5,5,5,5,4.555555556,2,1,1,1,1,2,2,0,0,2,1.111111111,0,0,0,0,0
3140,lumosity,14,-327.298,-349,9,5,13,6,33,"[30,35)",15,-599.349,-394,5,5,12,5,96.55446306,97.35913135,121.3973627,100.7885497,86.27662334,105.2736597,106.3436639,103.7425155,99.41601051,77.58526704,105.4292117,88.442258,86.27662334,99.26990935,94.19503153,86.61599261,2.861547449,-19.77386431,-15.96815098,-12.34629174,0,-6.003750395,-12.14863241,-17.12652291,NA,5,4,1,3,2,3,3,2,4,2.875,NA,4,4,4,4,3,4,4,4,4,3.875,NA,-1,0,3,1,1,1,1,2,0,1,0,45,45,0,8.546930139
3141,lumosity,16,-503.33,-486,5,5,12,7,32,"[30,35)",22,-271.677,-377,5,6,11,5,102.5519704,83.13492653,82.28405284,88.442258,86.27662334,99.26990935,118.2550683,89.20075523,119.4782075,102.581593,111.3234607,88.442258,99.44522366,94.78840165,94.19503153,102.8149659,16.92623715,19.4466665,29.03940784,0,13.16860032,-4.481507701,-24.06003673,13.61421071,5,3,5,2,3,4,1,2,5,3,3.333333333,5,3,5,2,3,4,1,1,5,3,3.222222222,0,0,0,0,0,0,0,-1,0,0,-0.111111111,0,63,63,0,30.07341569
3142,crosswords,8,-327.397,-437,11,7,11,0,35,"[35,40)",13,-308.27,-406,5,5,5,5,78.35051014,98.24603806,94.15551644,107.5578586,114.6181379,96.3132714,58.1943613,85.72097156,93.72148071,100,103.5837498,89.24573314,87.20385626,77.30733171,95.32549902,85.43105247,15.37097057,1.753961945,9.428233342,-18.31212543,-27.41428166,-19.00593969,37.13113772,-0.289919089,2,1,2,5,3,3,4,3,4,4,3,3,2,2,1,4,2,3,2,4,3,2.555555556,1,1,0,-4,1,-1,-1,-1,0,-1,-0.444444444,62,0,62,0,18.03432917
3143,lumosity,19,-383.961,-375,12,6,14,5,30,"[30,35)",19,-92.704,-483,12,8,15,5,111.1687973,91.95254062,112.1157252,110.9771213,99.44522366,111.2846825,94.19503153,108.3490209,111.1687973,122.594652,83.24432747,110.9771213,127.8178215,117.6574457,94.19503153,118.1622255,0,30.64211141,-28.87139775,0,28.37259789,6.372763233,0,9.813204564,3,4,4,3,4,3,2,3,3,4,3.222222222,4,5,4,2,4,5,2,4,5,5,3.888888889,1,1,0,-1,0,2,0,1,2,1,0.666666667,0,57,57,0,14.727035
3144,crosswords,9,-153.546,-404,10,6,11,6,18,"[18,25)",14,-212.542,-333,8,6,12,6,80.97848585,112.6243185,100.2864892,103.8371949,96.84357409,93.83254199,104.3762811,97.96662537,95.97750773,105.1104224,124.0697107,98.00675126,96.84357409,98.83503824,104.3762811,106.1164189,14.99902188,-7.513896097,23.78322145,-5.83044369,0,5.002496252,0,8.149793499,2,2,1,2,4,4,3,2,4,1,2.666666667,3,4,4,4,5,3,2,5,5,5,3.888888889,1,2,3,2,1,-1,-1,3,1,4,1.222222222,51,3,51,1,0
3145,lumosity,15,-327.298,-470,0,4,6,3,30,"[30,35)",12,-314.989,-449,5,4,7,4,99.41601051,97.35913135,86.27662334,68.22759489,74.19763012,78.60263735,67.94697378,66.13925252,90.46157175,98.39135633,90.6750095,88.442258,74.19763012,81.05218479,81.62188133,74.59956511,-8.954438766,1.03222498,4.398386156,20.21466311,0,2.449547445,13.67490755,8.46031259,2,2,2,3,4,4,2,4,4,4,3,2,3,3,4,5,5,2,3,4,5,3.444444444,0,1,1,1,1,1,0,-1,0,1,0.444444444,0,41,41,0,28.77812208
3146,crosswords,10,-448.592,-426,7,3,14,4,23,"[18,25)",13,-383.961,-456,7,6,12,6,84.14383656,85.11246005,94.02686618,95.15443402,62.87890526,110.5257196,78.38176743,75.97416651,93.16378475,90.19515713,85.6875212,95.15443402,96.84357409,98.83503824,104.3762811,90.11303603,9.019948182,5.082697075,-8.33934498,0,33.96466882,-11.69068132,25.99451369,14.13886952,4,4,3,1,4,2,2,5,5,3,3.333333333,4,4,4,NA,5,4,4,4,5,4,4.25,0,0,1,NA,1,2,2,-1,0,1,0.916666667,49,0,49,0,13.08117889
3147,lumosity,4,-695.797,-382,5,4,5,5,24,"[18,25)",9,-547.163,-417,7,5,7,5,63.93110165,69.62350671,107.1155076,89.17443288,72.77499024,74.90183109,91.48974509,65.32952047,80.97848585,77.59358482,96.6969786,95.15443402,84.26850625,81.41064897,91.48974509,75.46311467,17.0473842,7.970078106,-10.41852905,5.980001139,11.493516,6.508817882,0,10.1335942,4,3,2,5,4,3,2,2,2,4,3,1,1,1,5,4,3,2,2,1,3,2.222222222,-3,-2,-1,0,0,0,0,0,-1,-1,-0.777777778,0,9,9,0,3.126784028
3148,lumosity,18,-292.756,-441,1,7,12,6,30,"[30,35)",14,-658.089,-441,4,7,13,7,107.9465092,100.4963563,92.65190145,74.93491032,113.2855782,99.26990935,106.3436639,98.61928295,96.55446306,74.57394757,92.65190145,84.88656428,113.2855782,105.2736597,118.2550683,96.01479925,-11.39204618,-25.92240868,0,9.951653964,0,6.003750395,11.91140432,-2.604483701,4,4,3,2,2,1,1,NA,2,3,2.375,4,4,4,NA,4,2,4,5,4,3,3.875,0,0,1,NA,2,1,3,NA,2,0,1.5,0,54,54,0,11.3489957
3149,lumosity,11,-503.244,-446,0,5,4,4,73,"[70,75)",10,-120.493,-447,0,5,11,4,97.61021823,101.9089084,109.9684667,77.82062158,103.1158876,85.7399568,99.28581714,93.09325017,93.62601649,133.5480919,109.0947657,77.82062158,103.1158876,112.8289586,99.28581714,107.7763586,-3.984201732,31.6391835,-0.87370102,0,0,27.08900183,0,14.68310846,4,3,4,2,3,4,3,3,3,4,3.222222222,4,3,4,2,4,3,3,2,2,3,3,0,0,0,0,1,-1,0,-1,-1,-1,-0.222222222,0,34,34,0,15.34750797
3150,crosswords,16,-692.336,-535,6,5,13,6,62,"[60,65)",16,-352.224,-464,12,6,13,7,108.5423519,80.42616043,88.27328871,97.45590736,99.43017473,116.8030803,121.6915539,103.4357409,108.5423519,106.8099412,101.7765078,121.3374481,112.337974,116.8030803,133.1866545,127.1240088,0,26.38378073,13.50321905,23.88154076,12.90779924,0,11.49510058,23.6882679,1,3,3,4,5,4,4,4,4,3,3.555555556,4,4,4,2,3,3,3,2,2,3,3,3,1,1,-2,-2,-1,-1,-2,-2,0,-0.555555556,41,0,41,0,15.68738472
3151,lumosity,23,-341.62,-418,13,7,13,6,31,"[30,35)",22,-367.027,-386,16,7,13,7,123.0592707,95.92179992,98.62605252,114.3567219,113.2855782,105.2736597,106.3436639,115.2717537,119.4782075,93.52841233,107.6790432,124.27505,113.2855782,105.2736597,118.2550683,122.0739497,-3.581063219,-2.393387586,9.052990686,9.918328121,0,0,11.91140432,6.802196005,3,4,NA,1,3,2,4,4,4,3,3.125,4,4,NA,2,4,4,4,4,4,3,3.75,1,0,NA,1,1,2,0,0,0,0,0.625,0,23,23,0,5.348403472
3152,lumosity,18,-302.655,-353,12,8,17,6,22,"[18,25)",26,-202.24,-371,12,8,16,9,107.5594805,97.17233686,116.5294991,110.2752517,122.8533768,135.1689656,104.3762811,125.0781185,130.8062337,105.6258354,110.0276165,110.2752517,122.8533768,125.1710578,141.4561167,140.356606,23.24675315,8.453498537,-6.501882517,0,0,-9.997907839,37.07983555,15.27848746,NA,4,2,3,5,3,4,5,5,3,3.875,NA,4,3,3,4,3,2,2,5,3,3.25,NA,0,1,0,-1,0,-2,-3,0,0,-0.625,0,54,54,0,14.06132333
3153,crosswords,17,-805.134,-534,3,4,4,4,60,"[60,65)",14,-462.378,-310,7,4,5,5,112.1612718,72.21448698,88.52935489,86.65758239,87.4835949,80.86274438,93.19005883,78.84161196,101.96789,96.68159766,143.9811954,101.3310172,87.4835949,84.33386808,107.0918368,105.9951345,-10.1933818,24.46711067,55.45184047,14.67343482,0,3.471123698,13.90177798,27.15352255,1,4,3,4,4,3,4,4,4,4,3.444444444,4,5,4,3,5,4,2,3,3,4,3.666666667,3,1,1,-1,1,1,-2,-1,-1,0,0.222222222,45,0,45,0,11.205225
3154,lumosity,14,-252.907,-342,8,6,11,6,19,"[18,25)",20,-221.969,-303,11,7,9,6,95.97750773,101.1290479,120.6060326,98.00675126,96.84357409,93.83254199,104.3762811,102.9782177,113.1947867,103.7632412,134.1372104,107.0554546,109.7384325,87.19618064,104.3762811,115.9571997,17.21727893,2.63419331,13.5311778,9.04870332,12.89485844,-6.636361351,0,12.97898192,2,4,4,2,4,4,1,4,4,4,3.222222222,3,4,4,5,5,4,2,5,5,4,4.111111111,1,0,0,3,1,0,1,1,1,0,0.888888889,0,16,16,0,3.300859722
3155,crosswords,16,-348.18,-332,14,5,14,5,36,"[35,40)",14,-192.333,-359,11,6,14,6,102.6131175,96.62170731,127.8005036,120.3196173,87.20385626,113.3814695,95.32549902,111.6170696,97.03076769,110.3064628,118.9092576,107.5578586,100.7002435,113.3814695,108.1891174,115.1657634,-5.582349848,13.68475549,-8.891246016,-12.76175874,13.49638728,0,12.8636184,3.548693841,2,4,3,1,4,3,2,2,4,3,2.777777778,2,4,4,2,4,4,4,4,4,3,3.555555556,0,0,1,1,0,1,2,2,0,0,0.777777778,65,0,65,0,23.60244444
3156,lumosity,7,-625.104,-529,5,4,6,4,61,"[60,65)",5,-865.285,-562,4,5,2,3,76.96249159,85.6895169,89.27836018,93.26015468,87.4835949,87.4835949,93.19005883,76.94427457,67.50839871,71.08204112,83.66297223,90.00153611,99.43017473,71.08204112,79.81691234,63.67899933,-9.454092883,-14.60747578,-5.615387949,-3.258618572,11.94657983,-16.40155378,-13.37314649,-13.26527524,1,1,1,1,2,1,1,2,1,4,1.222222222,1,1,2,5,3,2,1,3,2,4,2.222222222,0,0,1,4,1,1,0,1,1,0,1,0,51,51,0,15.34248542
3157,crosswords,15,-121.573,-505,5,9,6,5,46,"[45,50)",12,-595.376,-573,5,6,12,6,102.0563919,122.8509453,84.21194327,91.69456703,145.0685346,81.73711414,98.99927345,106.9233266,91.34256473,81.41824126,73.72117113,91.69456703,104.7795905,103.0712787,112.1601026,88.72693245,-10.71382721,-41.432704,-10.49077214,0,-40.28894419,21.33416458,13.16082915,-18.19639411,2,5,5,2,2,3,1,1,2,3,2.555555556,3,5,4,3,2,3,1,1,2,3,2.666666667,1,0,-1,1,0,0,0,0,0,0,0.111111111,61,0,61,0,15.30562722
3158,lumosity,9,-255.02,-411,12,6,7,5,46,"[45,50)",22,-256.134,-394,7,7,8,4,78.63009026,107.9004499,105.2554942,115.1082774,104.7795905,85.05687515,98.99927345,98.89598825,122.8509453,107.8430692,109.9298244,98.19568586,119.1326978,87.70047192,85.77869325,108.4580105,44.220855,-0.057380656,4.674330232,-16.91259156,14.35310735,2.643596766,-13.2205802,9.562022256,3,3,4,2,4,3,2,2,4,3,3,4,4,3,NA,5,4,2,2,2,5,3.25,1,1,-1,NA,1,1,0,0,-2,2,0.25,0,54,54,0,11.32782639
3159,lumosity,18,-323.645,-476,10,5,10,5,33,"[30,35)",16,-333.921,-416,12,6,12,7,107.9465092,97.77324876,84.78925351,104.1994995,86.27662334,90.92165997,94.19503153,90.6304628,102.5519704,96.58442869,99.15297919,110.9771213,99.44522366,99.26990935,118.2550683,106.8198596,-5.394538859,-1.18882007,14.36372568,6.777621782,13.16860032,8.348249373,24.06003673,16.18939684,4,3,4,3,1,2,3,2,4,3,2.888888889,5,4,5,2,4,4,4,4,4,5,4,1,1,1,-1,3,2,1,2,0,2,1.111111111,0,63,63,0,12.89297028
3160,crosswords,21,-123.177,-355,19,7,16,7,26,"[25,30)",16,-86.562,-319,13,6,14,7,115.9254936,116.5539741,115.9254936,131.2519019,110.899714,123.5587754,117.9069261,134.5636152,102.0392565,122.8361143,128.8245892,111.5064699,97.78409342,109.5750208,117.9069261,124.1748502,-13.8862371,6.282140243,12.89909555,-19.74543206,-13.11562059,-13.9837546,0,-10.38876509,3,4,4,2,2,2,1,2,2,3,2.444444444,3,3,4,NA,4,4,2,2,3,4,3.125,0,-1,0,NA,2,2,1,0,1,1,0.680555556,40,0,40,0,9.931346111
3161,crosswords,14,-157.142,-416,7,5,7,4,60,"[60,65)",6,-141.426,-410,8,5,9,7,101.96789,127.110313,113.626868,101.3310172,99.43017473,90.7021814,93.19005883,107.1229155,72.55903604,130.2441514,115.4493514,105.2313354,99.43017473,96.35646016,133.1866545,114.308367,-29.40885398,3.133838434,1.822483405,3.900318228,0,5.654278765,39.99659564,7.185451498,5,3,4,2,4,3,2,2,3,3,3.111111111,5,2,2,NA,5,2,2,3,4,3,3.125,0,-1,-2,NA,1,-1,0,1,1,0,0.013888889,69,0,69,0,17.58495944
3162,lumosity,19,-182.029,-346,14,7,15,6,32,"[30,35)",13,-47.359,-462,10,7,16,5,111.1687973,111.2459795,122.594652,118.1332342,113.2855782,117.6574457,106.3436639,126.9912848,93.68824467,135.7744753,87.96500215,104.1994995,113.2855782,125.8023699,94.19503153,114.9070955,-17.48055264,24.52849577,-34.62964987,-13.93373474,0,8.144924172,-12.14863241,-12.08418932,1,3,3,2,2,4,2,3,3,3,2.555555556,2,5,3,2,2,4,2,2,3,4,2.777777778,1,2,0,0,0,0,0,-1,0,1,0.222222222,0,55,55,0,15.50490764
3163,lumosity,17,-231.779,-486,9,5,12,5,44,"[40,45)",17,-373.533,-497,10,6,3,5,105.8377028,109.3221575,85.25825608,103.5235123,89.19765074,103.0284022,98.00675126,98.39458623,105.8377028,95.6983967,82.15913018,106.7766773,101.9932487,71.13175413,98.00675126,89.49327055,0,-13.62376078,-3.099125898,3.253164982,12.795598,-31.89664805,0,-8.901315683,2,3,1,3,5,3,3,4,5,4,3.222222222,3,3,2,4,4,4,3,4,4,4,3.444444444,1,0,1,1,-1,1,0,0,-1,0,0.222222222,0,44,44,0,16.71704236
3164,crosswords,20,-562.9,-539,8,7,13,5,35,"[35,40)",22,-445.189,-378,8,7,6,5,114.2213067,77.7676082,75.21040759,98.04450489,114.6181379,106.7178775,95.32549902,94.97374438,121.7921456,87.05937562,112.1601026,98.04450489,114.6181379,80.17009288,95.32549902,102.3988111,7.570838872,9.291767429,36.94969501,0,0,-26.54778465,0,7.425066757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0
