,Gender,Age,Race,Ideo,PartyID,Religiousity,SES,Residency_1,Residency_2,Income,PS,feeling,voting,eval
466,2,18,2,3,3,9,3,1,24,7,3,80,60,70
467,2,18,4,2,2,1,4,1,24,6,4,0,0,0
468,2,22,4,4,3,5,3,1,24,8,4,50,48,49
469,1,22,3,2,2,6,3,1,24,8,3,85,65,75
470,2,20,4,4,4,4,3,1,24,5,1,60,25,425
471,2,18,3,3,3,5,4,1,24,7,2,65,56,605
472,2,20,4,1,2,2,5,1,24,10,3,77,50,635
473,1,21,4,3,3,7,3,1,24,8,4,55,60,575
474,2,20,4,5,5,6,3,1,24,8,2,56,55,555
475,2,18,4,1,2,3,3,1,24,5,1,95,95,95
476,2,21,4,4,6,6,2,1,24,2,4,76,66,71
477,2,20,4,1,1,1,4,1,24,8,2,36,29,325
478,2,21,4,3,4,1,2,1,24,2,3,88,82,85
479,2,23,1,1,4,2,2,1,24,3,1,66,77,715
480,2,18,4,3,3,1,3,1,51,8,3,85,91,88
481,1,20,3,3,3,7,4,1,6,8,4,80,60,70
482,2,20,4,2,2,6,3,1,24,7,2,0,0,0
483,2,18,4,3,3,7,2,1,24,2,2,40,35,375
484,2,19,2,1,3,1,3,1,24,1,3,92,95,935
485,2,19,6,3,3,7,3,1,24,3,4,9,0,45
486,2,20,2,2,2,6,2,1,24,2,1,60,71,655
487,2,18,4,6,6,9,3,1,24,7,3,55,51,53
488,2,18,2,2,1,7,2,1,24,3,2,18,30,24
489,1,23,4,1,2,2,5,1,24,10,4,5,0,25
490,2,21,4,2,2,2,4,1,24,10,1,81,91,86
491,1,20,4,2,3,3,3,1,24,5,1,86,94,90
492,1,18,4,6,5,7,5,1,24,10,4,27,18,225
493,2,18,4,1,1,1,3,1,51,8,3,70,30,50
494,1,18,4,6,6,8,3,1,24,8,2,100,100,100
495,1,24,4,6,5,3,4,1,24,10,4,65,70,675
496,1,21,4,3,4,1,4,1,24,9,3,70,65,675
497,2,20,3,6,6,9,3,1,14,7,2,40,40,40
498,2,18,3,4,3,6,2,1,24,2,1,70,60,65
499,2,20,4,3,3,2,4,1,24,9,4,15,0,75
500,2,18,3,4,4,2,3,1,24,3,3,75,75,75
501,2,18,4,5,4,7,2,1,51,3,2,38,50,44
502,2,18,3,3,2,3,4,1,24,10,3,75,75,75
503,2,19,4,2,2,1,3,1,24,10,1,100,100,100
504,1,18,4,2,2,1,4,1,24,10,2,70,70,70
505,1,19,"3,4",1,3,1,3,1,24,,4,15,9,12
506,1,19,4,6,6,7,4,1,51,9,1,62,45,535
507,1,18,4,4,5,6,4,1,24,9,3,73,44,585
508,1,18,3,3,5,7,3,1,24,10,1,90,94,92
509,1,18,4,6,6,7,3,1,24,8,4,100,100,100
510,2,27,4,2,2,1,3,1,24,2,2,71,71,71
511,2,18,4,3,3,4,4,1,24,8,2,62,80,71
512,1,20,1,5,5,6,5,1,24,10,1,20,10,15
513,2,19,4,6,5,3,4,1,24,9,4,65,70,675
514,2,18,3,2,2,1,4,1,24,10,3,30,0,15
515,2,18,4,3,3,6,4,1,24,10,1,68,57,625
516,1,18,4,4,5,8,4,1,24,10,2,29,27,28
517,1,19,4,2,2,3,3,1,26,10,3,89,77,83
518,1,20,4,1,4,4,3,1,24,6,4,20,5,125
519,1,18,4,3,2,8,4,1,24,8,2,25,30,275
520,2,19,4,4,5,4,4,1,24,10,1,65,65,65
521,2,19,4,2,3,2,3,1,24,5,3,71,65,68
522,1,20,3,2,3,3,3,1,24,1,4,40,50,45
523,1,18,4,7,7,7,4,1,24,10,4,100,100,100
524,2,21,2,1,2,1,2,1,24,1,3,82,65,735
525,1,24,4,2,3,4,3,1,24,8,1,92,95,935
526,1,19,4,2,3,1,3,1,24,7,2,10,3,65
527,,,,,,,,,,,,,,
528,2,21,3,1,2,2,4,1,24,9,2,5,5,5
529,1,18,4,6,6,6,4,1,24,10,1,27,0,135
530,1,18,4,2,2,1,3,1,24,6,3,76,40,58
531,1,22,"3,4",3,2,6,4,1,14,7,4,10,0,5
532,2,19,4,4,5,6,3,1,24,3,2,25,10,175
533,2,19,4,2,3,7,4,1,24,10,3,80,75,775
534,1,20,4,1,1,2,3,1,24,6,4,44,39,415
535,2,18,4,2,3,7,4,1,24,8,1,85,84,845
536,1,21,4,3,4,2,3,1,14,4,4,5,0,25
537,2,23,4,3,2,1,3,1,24,5,2,30,20,25
538,2,18,4,2,2,2,4,1,24,1,1,83,80,815
539,2,21,4,6,6,6,4,1,24,8,3,70,90,80
540,2,20,4,6,6,8,4,1,24,10,2,71,71,71
541,1,19,4,4,2,5,3,1,24,6,1,70,80,75
542,1,19,4,4,6,1,2,1,24,4,3,20,0,10
543,2,20,4,,,,,,,,,,,
544,2,19,4,4,4,4,4,1,24,5,4,54,51,525
545,2,20,4,2,1,1,4,1,24,10,1,100,100,100
546,1,19,3,4,4,7,4,1,24,10,3,66,75,705
547,1,21,4,5,5,2,4,1,24,9,2,79,78,785
548,2,19,4,2,2,6,4,1,24,10,4,39,43,41
549,1,18,4,4,5,6,3,1,24,4,3,95,85,90
550,2,18,4,2,2,4,4,1,24,10,2,27,21,24
551,1,18,2,3,3,5,3,1,24,8,1,93,87,90
552,2,21,4,2,1,3,3,1,24,4,4,4,0,2
553,2,18,4,4,4,7,4,1,24,10,1,80,75,775
554,2,19,4,3,3,3,4,1,24,8,2,90,90,90
555,2,19,6,4,3,1,3,1,24,5,4,0,0,0
556,1,22,2,2,2,1,2,1,24,4,3,0,0,0
557,1,18,4,5,5,6,2,1,24,5,3,40,41,405
558,2,18,4,4,5,3,3,1,24,9,1,40,30,35
559,2,18,3,3,2,5,3,1,24,6,2,13,10,115
560,2,18,"2,3",5,4,4,2,1,24,3,4,81,80,805
561,,,,,,,,,,,,,,
562,1,20,3,4,4,2,3,1,24,4,4,100,100,100
563,1,19,4,4,5,8,4,1,24,10,3,91,90,905
564,1,19,2,1,2,7,3,1,24,9,1,78,57,675
565,2,18,3,4,3,2,2,1,24,3,2,50,40,45
566,2,19,4,4,4,8,4,1,24,10,4,45,54,495
567,2,20,2,2,2,7,3,1,24,2,3,90,75,825
568,2,18,"3,4",2,2,2,3,1,24,6,1,83,99,91
569,2,19,2,2,2,5,4,1,24,7,2,29,14,215
570,2,19,3,4,6,3,3,1,24,2,4,40,46,43
571,1,19,4,6,6,7,4,1,24,10,1,13,0,65
572,1,22,4,6,6,6,3,1,24,4,3,38,40,39
573,2,22,4,4,2,8,4,1,24,10,1,68,38,53
574,2,18,4,2,2,2,3,1,24,7,3,88,62,75
575,1,19,2,4,2,6,2,1,24,6,4,9,0,45
576,2,22,1,1,2,3,2,1,24,3,2,55,20,375
577,2,21,4,3,2,1,1,1,24,1,3,81,75,78
578,2,19,3,5,5,8,3,1,24,4,1,75,81,78
579,2,20,4,2,2,2,3,1,24,9,4,0,2,1
580,2,21,2,2,1,7,3,1,24,3,2,25,1,13
581,2,24,3,3,3,6,4,1,24,8,3,61,55,58
582,2,19,4,5,3,5,4,1,24,10,2,72,73,725
583,2,19,"2,3,4",2,3,2,2,1,24,2,1,90,90,90
584,2,21,4,2,2,1,3,1,24,5,4,70,51,605
585,1,27,4,6,6,7,3,1,24,3,4,95,95,95
586,2,24,4,4,4,1,3,1,24,7,2,90,90,90
587,2,19,4,2,2,2,2,1,24,4,2,25,20,225
588,1,18,4,6,4,9,4,1,24,10,3,0,0,0
589,1,21,3,4,4,5,3,1,24,10,1,75,42,585
590,1,19,4,1,1,1,5,1,24,10,2,15,35,25
591,,,,,,,,,,,,,,
592,2,20,4,,,,,,,,,,,
593,,,,,,,,,,,,,,
594,1,18,4,3,3,3,4,1,24,10,,,,
595,1,19,4,3,3,4,4,1,24,9,4,37,20,285
596,1,23,4,,,,,,,,,,,
597,2,18,4,6,6,7,3,1,24,4,,,,
598,,,,,,,,,,,,,,
599,1,18,4,2,3,8,4,1,14,7,3,90,90,90
600,2,23,6,4,4,1,3,1,24,5,2,50,51,505
601,2,19,4,1,3,1,4,1,24,10,1,81,88,845
602,2,19,4,5,5,9,4,1,24,10,3,,,
603,2,20,2,2,2,6,2,1,24,2,,,,
604,1,18,4,5,5,5,4,1,24,8,4,57,61,59
605,1,20,4,5,5,1,2,1,24,2,3,86,65,755
606,,,,,,,,,,,,,,
607,1,21,3,4,4,7,3,1,24,1,4,80,80,80
608,1,20,4,4,4,9,4,1,24,10,1,62,60,61
609,2,20,4,1,1,1,3,1,24,8,3,80,50,65
610,1,18,4,2,3,2,4,1,24,9,2,50,60,55
611,1,19,4,3,3,6,4,1,24,10,1,90,100,95
612,2,19,4,1,1,1,4,1,24,8,2,18,0,9
613,1,20,4,5,5,4,4,1,24,8,3,84,90,87
614,1,18,4,7,6,7,3,1,24,3,4,85,80,825
615,,,,,,,,,,,,,,
616,2,20,3,4,2,5,2,1,24,5,1,73,73,73
617,2,19,6,6,4,6,3,1,24,1,3,57,45,51
618,2,19,2,2,4,7,4,1,24,9,1,71,70,705
619,2,17,4,,,,,,,,,,,
620,2,21,4,,,,,,,,,,,
621,2,22,4,3,3,6,2,1,24,4,,,,
622,1,19,4,3,2,1,5,1,24,10,4,74,85,795
623,2,19,4,2,2,5,4,1,24,9,,,,
624,2,18,4,5,5,7,4,1,24,6,,,,
625,1,18,"1,4",4,4,7,4,1,6,9,,,,
626,2,20,4,2,1,5,4,1,24,9,,,,
627,,,,,,,,,,,,,,
628,2,20,4,5,5,4,4,1,24,10,,,,
629,1,22,2,2,2,1,3,1,24,4,,,,
630,2,20,4,5,5,6,3,1,24,7,1,28,65,465
631,1,19,2,2,2,6,2,1,24,6,,,,
632,2,19,4,3,3,4,4,1,24,4,,,,
633,2,20,4,,,,,,,,,,,
634,1,22,2,2,2,1,2,1,24,4,2,,,
635,,,,,,,,,,,,,,
636,,,,,,,,,,,,,,
637,2,19,4,4,4,6,4,1,51,10,,,,
638,2,20,4,2,2,9,3,1,24,6,2,,,
639,,,,,,,,,,,,,,
640,1,19,4,6,6,8,4,1,24,8,,,,
641,2,18,4,,,,,,,,,,,
642,2,20,4,1,2,2,5,1,24,10,,,,
643,2,20,3,2,2,5,4,1,24,8,,,,
644,,,,,,,,,,,,,,
645,,,,,,,,,,,,,,
646,2,22,4,,,,,,,,,,,
647,,,,,,,,,,,,,,
648,2,20,4,3,2,1,3,1,24,10,,,,
649,,,,,,,,,,,,,,
650,,,,,,,,,,,,,,
651,1,19,4,4,5,3,3,1,24,7,2,66,40,53
652,2,18,4,1,2,1,3,1,24,6,1,72,80,76
